,Category,url,Description,description,title
0,Education,https://wikipedia.org,"Wikipedia - Wikipedia, the free encyclopedia that anyone can edit.","Wikipedia is a free online encyclopedia, created and edited by volunteers around the world and hosted by the Wikimedia Foundation.",Wikipedia
1,Education,https://thefreedictionary.com,"Dictionary, Encyclopedia and Thesaurus - The Free Dictionary - Online Dictionary - Multiple dictionaries including: English dictionary, medical dictionary, legal dictionary, financial dictionary, computer dictionary, thesaurus, dictionary of acronyms and abbreviations, dictionary of idioms, thesaur","The World's most comprehensive free online dictionary, thesaurus, and encyclopedia with synonyms, definitions, idioms, abbreviations, and medical, financial, legal specialized dictionaries","Dictionary, Encyclopedia and Thesaurus - The Free Dictionary"
2,Education,https://khanacademy.org,"Khan Academy - With a library of over 3,000 videos covering everything from arithmetic to physics, finance, and history and hundreds of skills to practice, we're on a mission to help you learn what you want, when you want, at your own pace.","Learn for free about math, art, computer programming, economics, physics, chemistry, biology, medicine, finance, history, and more. Khan Academy is a nonprofit with the mission of providing a free, world-class education for anyone, anywhere.","Khan Academy | Free Online Courses, Lessons & Practice"
3,Education,https://reference.com,Reference.com - A Free Online Encyclopedia & Information Reference - Reference.com - a free online encyclopedia and information reference. Research articles from Columbia Encyclopedia and Encyclopedia Britannica.,"Whether you're interested in history, science or culture, there's something for everyone on Reference.",Reference.com - What's Your Question?
4,Education,https://urbandictionary.com,"Urban Dictionary, January 29: reaching on a double",Whole nother may have evolved from another but experts are baffled so its true meaning remains unknown.,"Urban Dictionary, June 1: whole nother"
5,Education,https://lynda.com,"Software training online-tutorials for Adobe, Microsoft, Apple & more - Software training & tutorial video library. Our online courses help you learn critical skills. Free access & previews on hundreds of tutorials.","Learn business, creative, and technology skills to achieve your personal and professional goals. Join LinkedIn Learning today to get access to thousands of courses. Lynda is now LinkedIn Learning.","LinkedIn Learning with Lynda: Online Training Courses for Creative, Technology, Business Skills"
6,Education,https://m-w.com,"Dictionary and Thesaurus - Merriam-Webster Online - Free online dictionary, thesaurus, spanish-english and medical dictionaries, audio pronunciations, Word of the Day, word games, and many more high-quality Merriam-Webster language resources.","The dictionary by Merriam-Webster is America's most trusted online dictionary for English word definitions, meanings, and pronunciation. #wordsmatter",Dictionary by Merriam-Webster: America's most-trusted online dictionary
7,Education,https://wikimedia.org,Wikimedia - Wikimedia is a global movement whose mission is to bring free educational content to the world.,Wikimedia is a global movement whose mission is to bring free educational content to the world.,Wikimedia
8,Education,https://quizlet.com,"Simple free learning tools for students and teachers | Quizlet - We make simple learning tools that let you study anything, for free.",error,error
9,Education,https://starfall.com,"Starfall's Learn to Read with phonics - A free website to teach children to read with phonics.  For preschool, kindergarten, and first grade. Exciting phonics games and online interactive books.","At Starfall, children have fun while they learn - specializing in reading, phonics & math - educational games, movies, books, songs, and more for children K-3.","Starfall Education: Kids Games, Movies, & Books K-3"
10,Education,https://wordreference.com,"English to French, Italian, German & Spanish Dictionary - WordReference.com - Free online Oxford dictionaries - Spanish, French, Italian, German and more. Conjugations, audio pronunciations and forums for your questions.","Free online dictionaries - Spanish, French, Italian, German and more. Conjugations, audio pronunciations and forums for your questions.","English to French, Italian, German & Spanish Dictionary - WordReference.com"
11,Education,https://harvard.edu,"Harvard University - Harvard University, which celebrated its 375th anniversary in 2011, is the oldest institution of higher learning in the United States. Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders in many disciplines who make a diffe","Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders who make a difference globally.",Harvard University
12,Education,https://edmodo.com,"Edmodo | Where Learning Happens | Sign up, Sign In - Edmodo provides a safe and easy way for your class to connect and collaborate, share content, and access homework, grades and school notices. Our goal is to help educators harness the power of social media to customize the classroom for each and ",,
13,Education,https://brainyquote.com,"Famous Quotes at BrainyQuote - Share our extensive collection of famous quotes by authors, celebrities, newsmakers, and more. Enjoy our Quotes of the Day on the web, Facebook, and blogs.","Share our collection of inspirational and famous quotes by authors you know and love. Share our Quotes of the Day on the web, Facebook, Twitter, and blogs.",Inspirational Quotes at BrainyQuote
14,Education,https://coolmath-games.com,"Cool Math Games - Free Online Math Games, Cool Puzzles, Mazes and Coloring Pages for Kids of All Ages - Cool Math Games has cool free online games to learn math, reading and spelling, geography, science, strategy, skill, arithmetic, shapes and colors, logic and memory skills.  We've got very cool j",error,error
15,Education,https://blackboard.com,"Blackboard | Technology and Solutions Built for Education   - Blackboard helps clients enrich all aspects of the education experience by engaging and assessing learners, making their daily lives more convenient and secure, and keeping them informed and aware of the most important information.","Blackboard is a leading global educational technology solution for Higher Ed, K-12, business, and government, connecting education to the power of technology.",Educational Technology Services | Blackboard | North America
16,Education,https://codecademy.com,Learn to code | Codecademy,error,error
17,Education,https://ed.gov,U.S. Department of Education,,Home | U.S. Department of Education
18,Education,https://turnitin.com,"Turnitin : Leading Plagiarism Checker, Online Grading and Peer Review - Leading academic plagiarism checker technology for teachers and students. Online plagiarism detection, grammar check, grading tools.","Turnitin solutions promote academic integrity, streamline grading and feedback, deter plagiarism, and improve student outcomes.","Empower Students to Do Their Best, Original Work | Turnitin"
19,Education,https://phoenix.edu,"Online Schools, Classes, Degree Programs - University of Phoenix - University of Phoenix offers campus and online degree programs, certificate courses, and individual online classes. Learn more about admissions, accreditation, tuition and financial aid options, or get started with your enrollment t",University of Phoenix offers online degrees & courses aligned to 300+ occupations. Explore tuition-saving opportunities at our accredited online college!,"Online College, Affordable & Always On | University of Phoenix"
20,Education,https://sporcle.com,"Sporcle | Mentally Stimulating Diversions | Online Games & Trivia by Sporcle - Play thousands of free online trivia quizzes about Geography, History, Sports, Music, TV and more!",error,error
21,Education,https://collegeboard.org,College Admissions - SAT - University & College Search Tool - Get connected to your college. Find official college planning and preparation tools to help you succeed. Visit the College Board website - your inside source.,,"College Board - SAT, AP, College Search and Admission Tools"
22,Education,https://stanford.edu,"Stanford University - Stanford University is one of the world's leading research and teaching institutions.  It is located in Stanford, California.","One of the world's leading research and teaching institutions. Catalyzing discovery, accelerating solutions, sustaining life on Earth, and preparing students for active citizenship.",Stanford University
23,Education,https://ixl.com,"IXL Math | Online math practice and lessons - IXL is the Web's most comprehensive math practice site. Popular among educators and families, IXL provides unlimited questions in more than 2,000 topics. An adaptive learning system, featuring games and awards, inspires students to achieve.","IXL is the world's most popular subscription-based learning site for K–12. Used by over 13 million students, IXL provides personalized learning in more than 8,500 topics, covering math, language arts, science, social studies, and Spanish. Interactive questions, awards, and certificates keep kids motivated as they master skills.","IXL | Math, Language Arts, Science, Social Studies, and Spanish"
24,Education,https://funbrain.com,"FunBrain.com - The Internet's #1 Education Site for K-8 Kids and Teachers - Funbrain.com - FunBrain is the #1 site for online educational games for kids of all ages. (math, grammar, science, spelling, history)","Funbrain is the leader in online educational interactive content, with hundreds of free games, books & videos for kids of all ages. Check out Funbrain here.",Free Online Learning & Education For Kids | Funbrain - Funbrain
25,Education,https://ratemyprofessors.com,"Rate My Professors – Find and rate your professor, campus and more – RateMyProfessors.com - Over 1.5 million professors & 13 million opinions. Rate My Professors is the best professor ratings source based on student feedback. Find & rate a professor!","With over 1.3 million professors, 7,000 schools &amp; 15 million ratings, Rate My Professors is the best professor ratings source based on student feedback. Find &amp; rate your professors or school! #LeaveYourMark",Rate My Professors
26,Education,https://k12.com,"K12 | Online Public School, Online High School, Online Private School, Homeschooling, and Online Courses options - K12 is the number one choice in K-12 online education programs in America. K12 is the trusted provider of online learning for many tuition-free, virtual public schools, as well as home","K12 is a trusted provider of online learning for many virtual public schools, as well as homeschooling. Take charge of your child’s education & enroll now.",K12: Online Public School Programs | Online Learning Programs
27,Education,https://berkeley.edu,"University of California, Berkeley - University of California, Berkeley home page. Gateway to information on studying, teaching, research and public service at UC Berkeley, flagship campus of the University of California system.",,"Home | University of California, Berkeley"
28,Education,https://utexas.edu,Home | The University of Texas at Austin,"The University of Texas at Austin is a bold, ambitious leader, providing a first-class education and the tools of discovery to more than 51,000 students.",The University of Texas at Austin
29,Education,https://mentalfloss.com,"Random, Interesting, Amazing Facts - Fun Quizzes and Trivia | Mental Floss - Test your knowledge with amazing and interesting facts, trivia, quizzes, and brain teaser games on MentalFloss.com.","Test your knowledge with amazing and interesting facts, trivia, quizzes, and brain teaser games on MentalFloss.com.",Mental Floss
30,Education,https://umich.edu,"University of Michigan - University of Michigan is one of the top universities of the world, a diverse public institution of higher learning, fostering excellence in research. U-M provides outstanding undergraduate, graduate and professional education, serving the local, regional, national and inte","A top-ranked public university, the University of Michigan has a tradition of excellence in research, learning and teaching, sports and the arts, and more.",University of Michigan
31,Education,https://yourdictionary.com,"Dictionary definitions you can understand - YourDictionary - The easy to understand dictionary with example sentences, famous quotes and audio pronunciations. Includes: thesaurus, business dictionary, computer dictionary, medical dictionary and more.","Our online dictionary is the best source for definitions and origins of words, meanings of concepts, example sentences, synonyms and antonyms, grammar tips, and more.",YourDictionary: Definitions and Meanings From Over a Dozen Trusted Dictionary Sources
32,Education,https://si.edu,"Smithsonian - The world's largest museum and research complex, with 19 museums, 9 research centers and more than 140 affiliate museums around the world.","Official website of the Smithsonian, the world's largest museum and research complex, with 19 museums, 9 research centers, and affiliates around the world.",Smithsonian Institution | Home
33,Education,https://spanishdict.com,"SpanishDict | English to Spanish Translation, Dictionary and Translator | Diccionario y traductor inglés español - Free Spanish translation website. Effective, fast, and easy. Use our English to Spanish dictionary and Spanish translator to translate over 1,000,000 words and phrases from Spanish t",The world's most popular Spanish translation website. Over 1 million words and phrases. Free. Easy. Accurate.,"SpanishDict | English to Spanish Translation, Dictionary, Translator"
34,Education,https://mit.edu,MIT - Massachusetts Institute of Technology - MIT is devoted to the advancement of knowledge and education of students in areas that contribute to or prosper in an environment of science and technology.,"The mission of MIT is to advance knowledge and educate students in science, technology and other areas of scholarship that will best serve the nation and the world in the 21st century.",MIT - Massachusetts Institute of Technology
35,Education,https://britannica.com,"Britannica Online Encyclopedia - Explore the updated online encyclopedia from Encyclopaedia Britannica with hundreds of thousands of articles, biographies, videos, images, and web sites.","Explore the fact-checked online encyclopedia from Encyclopaedia Britannica with hundreds of thousands of objective articles, biographies, videos, and images from experts.",Encyclopedia Britannica | Britannica
36,Education,https://coolmath.com,"Cool Math - free online cool math lessons, cool math games & apps, fun math activities, pre-algebra, algebra, precalculus - Cool Math has free online cool math lessons, cool math games and fun math activities.  Really clear math lessons (pre-algebra, algebra, precalculus), cool math games, online g","Cool Math has free online cool math lessons, cool math games and fun math activities. Really clear math lessons (pre-algebra, algebra, precalculus), cool math games, online graphing calculators, geometry art, fractals, polyhedra, parents and teachers areas too.","Cool Math - free online cool math lessons, cool math games & apps, fun math activities, pre-algebra, algebra, precalculus"
37,Education,https://infoplease.com,"Infoplease: Encyclopedia, Almanac, Atlas, Biographies, Dictionary, Thesaurus. Free online reference, research & homework help. — Infoplease.com - Infoplease.com, a free, authoritative, and respected reference for Internet users, provides a comprehensive encyclopedia, almanac, atlas, dicti","Infoplease is a free, authoritative, and respected reference for Internet users that provides a comprehensive encyclopedia, almanac, atlas, dictionary, and thesaurus.","Infoplease: An Online Encyclopedia, Almanac, Atlas, Biographies, Dictionary, and Thesaurus"
38,Education,https://columbia.edu,Columbia University in the City of New York,,Columbia University in the City of New York
39,Education,https://usc.edu,"University of Southern California - The University of Southern California is one of the world's leading private research universities, located in the heart of Los Angeles. ","The University of Southern California is a leading private research university located in Los Angeles — a global center for arts, technology and international business. It is home to the College of Letters, Arts and Sciences and 21 exceptional academic schools and units. USC’s Health Sciences campus houses renowned specialized care and research in cancer, stem cell and regenerative medicine, orthopedics and sports medicine. The university is the largest private sector employer in the city of Los Angeles, responsible for $8 billion annually in economic activity in the region.",University of Southern California
40,Education,https://cornell.edu,"Cornell University - Cornell University contains seven undergraduate colleges plus the College of Veterinary Medicine, the Law School, the Samuel Curtis Johnson Graduate School of Management, the Weill Cornell Medical College in New York City and Doha, Qatar, and the 93 fields of study in the Gradu","Cornell University is a private research university that provides an exceptional education for undergraduates and graduate and professional students. Cornell's colleges and schools encompass more than 100 fields of study, with locations in Ithaca, New York, New York City and Doha, Qatar.",Cornell University
41,Education,https://purdue.edu,"Welcome to Purdue University - Purdue University is a major research institution known for discoveries in science, technology, engineering, math and beyond. Founded in 1869 in West Lafayette, Indiana, the University proudly serves its state as well as the nation and the world. More than 39,000 stud","Purdue University is a world-renowned, public research university that advances discoveries in science, technology, engineering and math. With its flagship campus in West Lafayette, Indiana, Purdue is a land-grant university with a system that has statewide campuses and online, adult-learning and polytechnic programs.",Purdue University - Indiana's Land Grant University
42,Education,https://searchquotes.com,"Quotes and Sayings - Search Quotes - Best collection of famous quotes and sayings on the web! Quotes from famous authors, movies and people. Amazing quotes to bring inspiration, personal growth, love and happiness to your everyday life.","Best collection of famous quotes and sayings on the web! Quotes from famous authors, movies and people. Amazing quotes to bring inspiration, personal growth, love and happiness to your everyday life.",Quotes and Sayings - SearchQuotes
43,Education,https://vt.edu,"Virginia Tech | Invent the Future - Virginia Polytechnic Institute and State University (Virginia Tech) is a public land-grant university serving the Commonwealth of Virginia, the nation, and the world community. The discovery and dissemination of new knowledge are central to its mission. Through i",,Home | Virginia Tech
44,Education,https://rosettastone.com,"Official Rosetta Stone® - Learn a Language Online - Learn Spanish - Learn Spanish, French & more with Rosetta Stone®, the #1 online language-learning software. Learn English, Italian, German & more with our language program.",Rosetta Stone is the best way to learn a foreign language. The award-winning language solution combines proven learning methods with the world's best speech recognition technology.,Official Rosetta Stone® - Language Learning - Learn a Language
45,Education,https://acronymfinder.com,"Abbreviations and acronyms dictionary: Find definitions for over 4,219,000 abbreviations, acronyms, and initialisms - Acronym Finder: The Acronym Finder is a searchable database of over 4 million acronyms, abbreviations and meanings. Covers: common acronyms, computers, science, technology, governme",Acronym Finder is the largest and most trusted database of over 4 million acronyms and abbreviations. What does an abbreviation stands for? The answer is here,Abbreviations and acronyms dictionary
46,Education,https://wisc.edu,University of Wisconsin–Madison,"The University of Wisconsin is a top-ranked research institution located in Madison, Wisconsin, providing exceptional education opportunities to undergraduates, graduate and professional students.",University of Wisconsin–Madison
47,Education,https://coursera.org,Coursera.org,"Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford, and leading companies like Google and IBM. Join Coursera for free and transform your career with degrees, certificates, Specializations, & MOOCs in data science, computer science, business, and dozens of other topics.",Coursera | Online Courses & Credentials From Top Educators. Join for Free
48,Education,https://nyu.edu,New York University,,NYU
49,Education,https://instructure.com,"Home | Canvas by Instructure - Canvas is the new, open-source learning management system that's revolutionizing the way we educate. Easy to learn, easy to use. Sign up for a free trial today!","Instructure's educational software includes Canvas LMS, used by schools and universities worldwide. Learn why Instructure is a great place to work and to invest in.",Instructure | Educational Software Development
50,Education,https://washington.edu,University of Washington,University of Washington,UW Homepage
51,Education,https://udacity.com,Advance Your Education With Free College Courses Online - Udacity - Discover free online classes from top instructors and industry experts. Take courses at your own pace. See what we have to offer.,"Learn online and advance your career with courses in programming, data science, artificial intelligence, digital marketing, and more. Gain in-demand technical skills. Join today!",Learn the Latest Tech Skills; Advance Your Career | Udacity
52,Education,https://metmuseum.org,The Metropolitan Museum of Art - Home  ,,
53,Education,https://education.com,"Education.com | An Education & Child Development Site for Parents | Parenting & Educational Resource - Education.com provides activities, worksheets, videos, expert advice and a school directory to give parents information and ideas to help kids reach their full potential and make learning fun.","Get a learning boost with thousands of worksheets, games, lesson plans, and more from our library of printable and digital resources for preschool, kindergarten, and elementary learners.",Education.com | #1 Educational Site for Pre-K to 8th Grade
54,Education,https://psu.edu,"Penn State - A public research university serving Pennsylvania and the global community - Penn State Homepage, Penn State","Penn State is a major, public, research-I university serving Pennsylvania and the global community. Learn more about our undergraduate, graduate, and doctoral degree programs.",The Pennsylvania State University | Penn State
55,Education,https://spellingcity.com,Spelling & Vocabulary Website: SpellingCity - Teaching spelling and vocabulary is easy with VocabularySpellingCity! Students can study and learn their word lists using vocabulary and spelling learning activities and games. Students can take final or practice spelling and vocabulary tests right ,Improve knowedge of vocabulary words with spelling practice from VocabularySpellingCity. Our engaging phonics games for kids help students become spelling masters.,Vocabulary Words - Spelling Practice - Phonics Games for Kids
56,Education,https://osu.edu,"Welcome - The Ohio State University - Ohio State is one of the largest universities in the nation. It's also home to a diverse group of the best and brightest people in the world: dedicated faculty, passionate students, and innovative researchers who make Ohio State one of the world's tru","Discover Ohio State, the highest ranked public university in Ohio, is home to the Wexner Medical Center and world-class graduate and undergraduate programs.",The Ohio State University
57,Education,https://ncsu.edu,"North Carolina State University | Tradition and Transformation - Learn more about North Carolina State University, located in Raleigh, N.C., and consistently recognized as one of the nation's top public universities.","Discover North Carolina State University, a leading public research university located in Raleigh, North Carolina.",NC State University
58,Education,https://fullsail.edu,"Full Sail University: Campus and Online Degrees - Full Sail University is an Award-Winning School for Entertainment Media that offers an exceptional education in both on-campus and online associates, bachelors, and masters degree programs.",error,error
59,Education,https://ucla.edu,"UCLA - UCLA (University of California, Los Angeles) is the largest UC campus in terms of enrollment, and one of the few public research universities located in a major city.","UCLA advances knowledge, addresses pressing societal needs and creates a university enriched by diverse perspectives were all individuals can flourish.",UCLA
60,Education,https://yale.edu,"Yale University - Yale University comprises three major academic components: Yale College (the undergraduate program), the Graduate School of Arts and Sciences, and the professional schools.","Since its founding in 1701, Yale University has been dedicated to expanding and sharing knowledge, inspiring innovation, and preserving cultural and scientific information for future generations.",Yale University
61,Education,https://ufl.edu,University of Florida,"As a top 5 public research university, Florida fosters a uniquely collaborative environment that transforms potential into actual results. Learn more.",Home | University of Florida
62,Education,https://bu.edu,Boston University - Boston University is a leading private research institution with two primary campuses in the heart of Boston and programs around the world.,Boston University is a leading private research institution with two primary campuses in the heart of Boston and programs around the world.,Homepage | Boston University
63,Education,https://mathsisfun.com,"Math is Fun - Maths Resources - Math explained in easy language, plus puzzles, games, quizzes, worksheets and a forum. For K-12 kids, teachers and parents.","Math explained in easy language, plus puzzles, games, worksheets and an illustrated dictionary. For K-12 kids, teachers and parents.",Math is Fun
64,Education,https://edline.net,Edline,error,error
65,Education,https://wiktionary.org,Wiktionary - Wiktionary.,,Wiktionary
66,Education,https://shmoop.com,"Shmoop: Homework Help, Teacher Resources, Test Prep - Rollicking homework help, teacher resources, and online test prep. Homework help lovingly written by PhD students from Stanford, Harvard, Berkeley",The cozy home of your favorite free study guides and the most helpful study tools around! Check out our new digs and get the help you need!,Homework Help & Study Guides For Students | Shmoop
67,Education,https://forvo.com,"Forvo: the pronunciation guide. All the words in the world pronounced by native speakers - Forvo: the largest word pronunciation dictionary in the world, now with translations. All the words in all the languages pronounced by native speakers",error,error
68,Education,https://teacherspayteachers.com,"TeachersPayTeachers.com - An Open Marketplace for Original Lesson Plans and Other Teaching Resources - TeachersPayTeachers.com -- 300,000+ free and priced teaching resources created by teachers for download including lesson plans, unit plans, novel studies, worksheets, printables, PowerPoint Presen",World’s most popular online marketplace for original educational resources with more than four million resources available for use today.,Teaching Resources & Lesson Plans | Teachers Pay Teachers
69,Education,https://craftsy.com,"Crafting Classes, Patterns & Inspiration | Craftsy: Learn It. Make It. - Join Craftsy, a community of passionate crafters featuring online classes about all your favorite crafts including quilting, sewing & cake decorating.","Craftsy is your online resource for all creative makers, where you can find everything you need – from basic instruction to advanced techniques.",Craftsy.com | Express Your Creativity! | Engage your passion with Craftsy and learn to make something beautiful!
70,Education,https://chronicle.com,Home - The Chronicle of Higher Education,,
71,Education,https://asu.edu,"Arizona State University - Arizona State University in Metro Phoenix, Arizona",,Arizona State University | Arizona State University
72,Education,https://thinkexist.com,"Find the famous quotes you need, ThinkExist.com Quotations. - ThinkExist.com Quotations is your source for famous quotes from thousands of famous people. Search or browse more than 300,000 quotations, subscribe to the popular Quote of the Day.",error,error
73,Education,https://quotationspage.com,"Quotes and Famous Sayings - The Quotations Page - Your source for quotations from famous people and literature. Search or browse over 27,000 quotations from thousands of authors. Includes the popular Quotes of the Day, Motivational Quotes of the Day, Quote Search, and Random Quotations pages. ",error,error
74,Education,https://discoveryeducation.com,"Welcome to Discovery Education | Discovery Education                   - Powered by the number 1 non-fiction media brand in the world, Discovery Education transforms classrooms and inspires teachers with engaging content and services that measure and improve student achievement. ",,
75,Education,https://webopedia.com,Webopedia: Online Computer Dictionary for Computer and Internet Terms and Definitions - An online computer dictionary and internet search engine for internet terms and technical support.,Webopedia is the most comprehensive information technology reference. Read computer definitions and study guides now.,"Webopedia: IT & Computer Dictionary, Study Guides & Reviews"
76,Education,https://colorado.edu,University of Colorado Boulder,"The University of Colorado Boulder is a bold, innovative community of scholars and learners who accelerate human potential to solve the humanitarian, social and technological challenges of our time. Come to CU Boulder and discover what you can be.",Home | University of Colorado Boulder
77,Education,https://uga.edu,"University Of Georgia - The University of Georgia, a land-grant and sea-grant university with state-wide commitments and responsibilities, is Georgia's flagship institution of higher education. It is also the state's oldest, most comprehensive and most diversified institution of higher education.",,UGA
78,Education,https://enotes.com,"Study Guides, Lesson Plans, Homework Help, Answers & More - enotes.com - Enotes.com has study guides, lesson plans, quizzes with a vibrant community of knowledgeable teachers and students to help you with almost any subject.",error,error
79,Education,https://usingenglish.com,"English Language (ESL) Learning Online - UsingEnglish.com - Resources to learn the English language for ESL, EFL, ESOL, and EAP students and teachers. Browse our Glossary of Terms, join our busy forums, download our free language software, read our articles and teacher handouts, and find useful lin","Resources to learn the English language for ESL, EFL, ESOL, and EAP students and teachers. Browse our Glossary of Terms, join our busy forums, download our free language software, read our articles and teacher handouts, and find useful links and information on English here.",UsingEnglish.com: English Language (ESL) Learning Online
80,Education,https://msu.edu,"Michigan State University. Est. 1855. East Lansing, Michigan USA. - Spartans discover solutions for the world's most challenging problems—from alternative energy to the environment, from health to education. Spartans Will.",,Michigan State University
81,Education,https://busuu.com,Busuu - Learn languages for free online - busuu.com is a free online community for learning languages. Connect for free with native speakers worldwide. Enhance your language learning with our online languages courses.,Study a new language online with Busuu's award-winning courses. Learn together with native speakers in Busuu's community.,Busuu - Learn Languages Online: Start for Free
82,Education,https://funtrivia.com,Fun Trivia Quizzes - World's Largest Trivia and Quiz Site! - The world's largest and most popular trivia website with over one million trivia questions and quizzes.,error,error
83,Education,https://wiziq.com,"WizIQ | Making Online Teaching & Learning Easier and Affordable - WizIQ’s easy-to-use online teaching and learning solutions are being used by more than 150,000 teachers/trainers, 5000 organizations, and 2 million learners.",Virtual Classroom and LMS Software to deliver live and self-paced online courses. Everything you need to teach and train online. Start now.,Virtual Classroom and LMS Software | WizIQ
84,Education,https://jhu.edu,"Johns Hopkins University - The web site of The Johns Hopkins University, a world-class university in Baltimore, Maryland, offering undergraduate and graduate degrees.","Johns Hopkins, founded in 1876, is America's first research university and home to nine world-class academic divisions working together as one university",Home | Johns Hopkins University
85,Education,https://upenn.edu,"Penn: University of Pennsylvania - The University of Pennsylvania is one of the oldest universities in America and, as a member of the Ivy League, one of the most prestigious institutions of higher learning in all the world.",,University of Pennsylvania
86,Education,https://virginia.edu,University of Virginia,error,error
87,Education,https://ets.org,ETS Home,"ETS is committed to advancing quality and equity in education for all people worldwide through assessment development, educational research, policy studies and more.",ETS Home
88,Education,https://engrade.com,Engrade,error,error
89,Education,https://greatschools.net,"GreatSchools - Public and Private School Ratings, Reviews and Parent Community - Compare K-12 school ratings nationwide to find the best schools. View parent ratings, reviews and test scores and choose the right preschool, elementary, middle or high school for public or private education.",error,error
90,Education,https://udemy.com,Udemy - Online Courses from the World's Experts,"Udemy is an online learning and teaching marketplace with over 185,000 courses and 49 million students. Learn programming, marketing, data science and more.","Online Courses - Learn Anything, On Your Schedule | Udemy"
91,Education,https://java2s.com,Programming tutorials and source code examples  -  Programming tutorials and source code examples ,error,error
92,Education,https://proprofs.com,ProProfs: Knowledge Sharing Tools & Free Online Education,"ProProfs - Knowledge Management Software for Quizzes, Tests, Training, Flashcards, Knowledge Base. Get started with our knowledge management softwares.","ProProfs: SAAS Software for Training, Customer Support & More"
93,Education,https://salliemae.com,"Private Student Loans, Banking and Insurance - Sallie Mae   - Apply for private student loans at SallieMae.com. Sallie Mae offers student loans, banking and insurance products and 529 plans. Visit Sallie Mae to login to your Sallie Mae account.",error,error
94,Education,https://oxforddictionaries.com,"Oxford Dictionaries Online - Free online World and American English dictionary with puzzles & games, tips & guidance about better writing, spelling, grammar and other resources for children and schools by Oxford Dictionaries Online",error,error
95,Education,https://liberty.edu,"Liberty University Christian College Education - Since 1971, Liberty Christian University has been Training Champions for Christ through Christian Education. Liberty is the Nation's Largest, Private, Non-Profit Christian College and University","Liberty University has over 700 degrees at the bachelor's, master's, or doctoral level. Study at our beautiful campus in central Virginia or online from anywhere in the world!",Liberty University: A Christian University in Virginia and Online
96,Education,https://northwestern.edu,Northwestern University,"Northwestern is one of the country’s leading private research and teaching universities, located in Evanston, IL. Our highly collaborative environment provides our diverse students and faculty with exceptional opportunities for personal and professional growth.",Northwestern University
97,Education,https://nd.edu,"University of Notre Dame - The University of Notre Dame is an independent, national Catholic university located in Notre Dame, Ind., adjacent to the city of South Bend and approximately 90 miles east of Chicago.",The University of Notre Dame is a private research university inspired by its Catholic character to be a powerful force for good in the world.,University of Notre Dame
98,Education,https://rutgers.edu,"Welcome | Rutgers, The State University of New Jersey - Rutgers, The State University of New Jersey, is dedicated to advanced learning, creating knowledge and contributing to the growing vitality of the state. This is your gateway to the rich variety of web resources available at one of the nation'","Rutgers, The State University of New Jersey, is one of America's leading public research universities. Consistently top-ranked, Rutgers offers a range of undergraduate and graduate degree programs and continuing education opportunities.",Rutgers University
99,Education,https://arizona.edu,"The University of Arizona, Tucson, Arizona - The University of Arizona in Tucson, Arizona","We live our purpose, mission and values every day and we do this in one of the most incredible places on Earth. At the University of Arizona, everywhere you look is filled with wonder.",University of Arizona | The University of Arizona
100,Education,https://edublogs.org,"Edublogs – education blogs for teachers, students and schools",,"Edublogs – free blogs for education – Blogs and websites for teachers, students, and schools"
101,Education,https://unc.edu,University of North Carolina at Chapel Hill,"The University of North Carolina at Chapel Hill, the nation’s first public university, is a global higher education leader known for innovative teaching, research and public service. A member of the prestigious Association of American Universities, Carolina regularly ranks as the best value for academic quality in U.S. public higher education.",The University of North Carolina at Chapel Hill
102,Education,https://desire2learn.com,More than an LMS - Desire2Learn - Transforming Learning,error,error
103,Education,https://umd.edu,The University of Maryland ,,The University of Maryland | A Preeminent Public Research University
104,Education,https://macmillandictionary.com,Macmillan Dictionary and Thesaurus: Free English Dictionary Online - The Free Online English Dictionary from Macmillan Publishers.,error,error
105,Education,https://studyisland.com,"Leading Academic Provider of Standards-Based Online Learning Solutions | Study Island - Study Island is a leading academic software provider of standards-based assessment, instruction, and test preparation e-learning programs.",[block:block=566] Boost Standards Mastery and Proficiency Students who use our standards-based formative assessment and practice program achieve higher math and reading assessment scores.,Study Island | Edmentum
106,Education,https://phrases.org.uk,"The meanings and origins of sayings and phrases - An archive of the meanings and origins of thousands of phrases, sayings, idioms and expressions.","The meanings and origins of thousands of English phrases, sayings, idioms, expressions and proverbs that we use daily.","Phrases and Sayings, with meanings and origins explained."
107,Education,https://vanderbilt.edu,"Vanderbilt University | Nashville, Tennessee - Vanderbilt University, located in Nashville, Tennessee, is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees.","Vanderbilt is a private research university in Nashville, Tennessee. It offers 70 undergraduate majors and a full range of graduate and professional degrees across 10 schools and colleges.",Vanderbilt University
108,Education,https://ucf.edu,"University of Central Florida - The University of Central Florida is the nation's second-largest university. With 12 colleges located in Orlando, Florida, it serves over 58,000 students.","UCF is an emerging preeminent research university in Florida & one of the best colleges for quality, access, impact & value.",University of Central Florida | Orlando's Hometown University
109,Education,https://hawaii.edu,University of Hawaii System - University of Hawaii System,"With 10 campuses and educational, training and research centers across the Hawaiian Islands, the UH System is leading the way to a diverse, sustainable future.",University of Hawaii System
