,Unnamed: 0,Unnamed: 0.1,Category,url,Description,description,title
124,124,124,Education,https://wikiquote.org,Wikiquote - Wikiquote,,Wikiquote
125,125,125,Education,https://babbel.com,"Learn Languages Online with Babbel.com - Babbel is the new way to learn a foreign language. The comprehensive learning system combines effective education methods with state-of-the-art technology. Interactive online courses will improve your grammar, vocabulary and pronunciation skills in no time. ","Babbel is the new way to learn a foreign language. The comprehensive learning system combines effective education methods with state-of-the-art technology. Interactive online courses will improve your grammar, vocabulary and pronunciation skills in no time. You'll make fast progress and have fun doing it.",Language for Life - Babbel.com
126,126,126,Education,https://c-sharpcorner.com,"Learn C#, WPF, Visual Studio 2012, Windows 8, TypeScript, HTML 5, Windows Phone 8, ASP.NET, WCF    - Free c# articles, c# tutorials, news, blogs, resources, forum for C# programming.",,C# Corner - Community of Software and Data Developers
127,127,127,Education,https://gsu.edu,Georgia State University,"With seven campuses throughout metro Atlanta, the university provides its world-class faculty and more than 51,000 students with unsurpassed connections to the opportunities available in one of the 21st century’s great global cities.",Georgia State University
128,128,128,Education,https://cliffsnotes.com,"Get Homework Help with CliffsNotes Study Guides     - Get homework help from CliffsNotes literature notes and study guides, covering literature, Shakespeare, biology, chemistry, math, calculus, history, and much more.","CliffsNotes is the original (and most widely imitated) study guide. CliffsNotes study guides are written by real teachers and professors, so no matter what you&#39;re studying, CliffsNotes can ease your homework headaches and help you score high on exams. Founded in 1958 by Clifton Keith Hillegass, CliffsNotes is the original company that produced study guides and book summaries ranging from Shakespeare to Algebra and the SAT!","CliffsNotes Study Guides | Book Summaries, Test Preparation & Homework Help | Written by Teachers"
129,129,129,Education,https://gwu.edu,The George Washington University,error,error
130,130,130,Education,https://wordhippo.com,Find Similar or Opposite words at WordHippo.com - Find opposite or similar words at WordHippo.com.,Thesaurus and word tools for your creative needs. Find the word you're looking for!,Thesaurus and Word Tools | WordHippo
131,131,131,Education,https://thinkquest.org,ThinkQuest,error,error
132,132,132,Education,https://ucdavis.edu,UC Davis: Welcome to UC Davis,UC Davis innovates to address the world’s most challenging problems and educates tomorrow’s leaders.,UC Davis | UC Davis
133,133,133,Education,https://indexmundi.com,Index Mundi - Country Facts,IndexMundi is a data portal that gathers facts and statistics from multiple sources and turns them into easy to use visuals.,IndexMundi - Country Facts
134,134,134,Education,https://fileinfo.com,FileInfo.com - The Central File Extensions Registry - FileInfo.com is the central file extensions registry and serves as the universal database of file associations.,"FileInfo is the central file extensions registry and contains a database of over 10,000 file types.",FileInfo.com - The File Format Database
135,135,135,Education,https://usf.edu,"Welcome to the University of South Florida | Tampa, FL - The University of South Florida is a high-impact, global research university dedicated to student success serving Tampa, St. Petersburg and Sarasota-Manatee.",,"Welcome to the University of South Florida | Tampa, St. Petersburg, Sarasota-Manatee,
      FL"
136,136,136,Education,https://pitt.edu,"Home | University of Pittsburgh - The University of Pittsburgh is among the nation's most distinguished comprehensive universities, with a wide variety of high-quality programs in both the arts and sciences and professional fields.",,Home | University of Pittsburgh
137,137,137,Education,https://higheredjobs.com,"HigherEdJobs - Jobs in Higher Education - Faculty and administrative positions at colleges and universities. Now listing 19,640 jobs. Updated daily. Free to job seekers.",,
138,138,138,Education,https://education-portal.com,"Take Free Online Courses. Earn College Credit. Research Schools, Degrees & Careers - Take free online courses that are fun and engaging. Pass exams to earn real college credit. Research schools and degrees to further your education.",Take online courses on Study.com that are fun and engaging. Pass exams to earn real college credit. Research schools and degrees to further your education.,"Study.com | Take Online Courses. Earn College Credit. Research Schools, Degrees & Careers"
139,139,139,Education,https://caltech.edu,Caltech,The California Institute of Technology aims to expand human knowledge and benefit society through research integrated with education.,"Home
  

     | 
    
    www.caltech.edu"
140,140,140,Education,https://uci.edu,"University of California, Irvine","Home page for the University of California, Irvine.",Home | UCI
141,141,141,Education,https://unt.edu,"University of North Texas - UNT is a student-focused, public, research university located in Denton, Texas. As one of Texas' largest universities, we offer 97 bachelor's, 82 master's and 35 doctoral degree programs within the university's 12 colleges and schools.","UNT is a student-focused, public, research university located in Denton, Texas. As one of Texas' largest universities, we offer 113 bachelor's, 94 master's and 37 doctoral degree programs within the university's 14 colleges and schools.",University of North Texas
142,142,142,Education,https://utoronto.ca,University of Toronto,"The University of Toronto is a globally top-ranked public research university in Toronto, Ontario, Canada.",University of Toronto
143,143,143,Education,https://enchantedlearning.com,"ENCHANTED LEARNING HOME PAGE - Enchanted Learning Software creates children's educational web sites and games designed to stimulate creativity, learning, enjoyment, and imagination.","Enchanted Learning has thousands of kids worksheets, crafts, activities, and more, across all major school subjects!","EnchantedLearning.com | Worksheets, Activities, Crafts & More"
144,144,144,Education,https://umn.edu,"Twin Cities - University of Minnesota - At the University of Minnesota, discovery is illumination. It's at the core of our teaching, research and public service, shining in our students, our breakthroughs, and the economic power the U provides to the state. Be a light. Learn what the U of M offers.","The University of Minnesota, Twin Cities is among the nation’s top public research universities offering a wide range of undergraduate and graduate programs.",University of Minnesota Twin Cities
145,145,145,Education,https://utk.edu,"Home  | The University of Tennessee, Knoxville - The University of Tennessee, Knoxville was founded in 1794 and was designated the state land-grant institution in 1879.","Learn how University of Tennessee Volunteers light the way for others. Request information, visit campus, or apply for admission.","The University of Tennessee, Knoxville"
146,146,146,Education,https://thegreatcourses.com,"The Great Courses® - Audio & Video Lectures from The World’s Best Professors   - Choose from more than 350 courses delivered by great teachers from the Ivy League, Stanford, Georgetown, and other leading colleges and universities.",error,error
147,147,147,Education,https://oregonstate.edu,Oregon State University,Oregon State University continues to advance its 150-year mission to provide access to a high-quality education as Oregon's largest and only statewide public research university.,Oregon State University
148,148,148,Education,https://ucsb.edu,"Welcome to UC Santa Barbara - The UNIVERSITY OF CALIFORNIA, SANTA BARBARA home page, portal to UCSB academics and research, plus SEARCH UTILITIES to find your way around the domain.",UC Santa Barbara is a leading center for teaching and research located on the California coast - truly a learning and living environment like no other!,Home | UC Santa Barbara
149,149,149,Education,https://edx.org,EdX,Access 2000 free online courses from 140 leading institutions worldwide. Gain new skills and earn a certificate of completion. Join today.,"edX | Free Online Courses by Harvard, MIT, & more | edX"
150,150,150,Education,https://uchicago.edu,"The University of Chicago - The University of Chicago is a private, nondenominational, culturally rich and ethnically diverse coeducational research university located in Hyde Park, Chicago.","One of the world’s leading research universities, the University of Chicago inspires scholars to pursue field-defining research, while providing a transformative education for students.",The University of Chicago | University of Chicago
151,151,151,Education,https://ucsd.edu,"University of California, San Diego - The University California, San Diego is one of the world's leading public research universities, located in beautiful La Jolla, California.",,University of California San Diego
152,152,152,Education,https://umass.edu,University of Massachusetts Amherst - UMass Amherst is the flagship campus of the University of Massachusetts system.,,Homepage : UMass Amherst
153,153,153,Education,https://englishclub.com,English Club - The online English Club is for you to learn English online free or find online resources if you teach English.,Free online resources for learning English 🇬🇧🇺🇸 or teaching it. From easy guides to grammar to fun games and quizzes.,EnglishClub - Learn or Teach English Today
154,154,154,Education,https://uoregon.edu,University of Oregon,Oregon's flagship institution tucked into the scenic Willamette Valley.,University of Oregon
155,155,155,Education,https://italki.com,"Italki: Learn a language online - italki is a language learning social network that connects students and language teachers.  You can find language exchange partners, practice speaking a foreign language, ask questions, find free online language resources, and get help from an international communi","italki is the best language learning community. Here you can learn over 150 languages like English, Spanish, French, Chinese, etc. with professional online tutors.",Learn 150+ foreign languages with professional teachers online
156,156,156,Education,https://fsu.edu,"Florida State University - One of the nation's elite research universities, Florida State University — with the Carnegie Foundation's highest designation, Doctoral/Research University-Extensive — offers a distinctive academic environment.","FSU, designated a preeminent university in the state of Florida, is one of the most respected research and learning institutions in the country.",Florida State University
157,157,157,Education,https://ox.ac.uk,Homepage - University of Oxford  - The University of Oxford is one of the leading universities in the world.,The University of Oxford is one of the leading universities in the world.,University of Oxford
158,158,158,Education,https://utah.edu,"The University of Utah - Founded in 1850, The University of Utah is the flagship institution of higher learning in Utah, and offers over 100 undergraduate and more than 90 graduate degree programs to over 30,000 students. As a preeminent research and teaching institution, the University cultivates ","Founded in 1850, The University of Utah is the flagship institution of higher learning in Utah, and offers over 100 undergraduate and more than 90 graduate degree programs to over 30,000 students. As a preeminent research and teaching institution, the University cultivates an academic environment in which the highest standards of intellectual integrity and scholarship are practiced.",The University of Utah
159,159,159,Education,https://k-state.edu,Kansas State University - Kansas State University official homepage.,"Kansas State University embraces diversity, encourages engagement and is committed to improving the quality of life of those we serve through education, research and service.",Kansas State University
160,160,160,Education,https://thegeekstuff.com,"The Geek Stuff - Provides Instruction Guides, How-Tos, Troubleshooting Tips and Tricks on Linux, Database, Hardware, Security, Web and Open Source for both Newbies and Geeks - TheGeekStuff by Ramesh Natarajan","Guides, HowTos and Tips for Technology Geeks",The Geek Stuff
161,161,161,Education,https://indiana.edu,Indiana University - Indiana University is a leading research and teaching institution and one of the best values in public education according to Kiplinger's.,"Students get the quintessential college experience at Indiana University Bloomington, one of America's leading research universities.",Indiana University Bloomington
162,162,162,Education,https://open.ac.uk,"Distance Learning Courses and Adult Education - The Open University - The Open University's official website; Part-time higher education, supported distance and open learning for undergraduate and postgraduate qualifications.",error,error
163,163,163,Education,https://cam.ac.uk,"University of Cambridge - Official site with links to, and information about, the departments, faculties, colleges, people, and organizations that make up the University of Cambridge.","The mission of the University of Cambridge is to contribute to society through education, learning and research at the highest international level.",University of Cambridge
164,164,164,Education,https://cmu.edu,"Carnegie Mellon University | CMU - Carnegie Mellon University (CMU) is a global research university recognized for world-class arts and technology programs, collaboration across disciplines and innovative leadership in education.","CMU is a global research university known for its world-class, interdisciplinary programs: arts, business, computing, engineering, humanities, policy and science.",Homepage -     CMU - Carnegie Mellon University
165,165,165,Education,https://ubc.ca,The University of British Columbia - The University of British Columbia,"The University of British Columbia is a global centre for research and teaching, consistently ranked among the top 20 public universities in the world.",The University of British Columbia
166,166,166,Education,https://ucr.edu,"UC Riverside: Home - Official Web site offers information on academics, admissions, athletics, campus, colleges and departments, culture and arts, jobs and facilities.",,"home | University of California, Riverside"
167,167,167,Education,https://english-test.net,English-test,,"Free English Tests for ESL/EFL, TOEFL�, TOEIC�, SAT�, GRE�, GMAT�"
168,168,168,Education,https://flvs.net,"Online High School | Online Middle School | Grades K-12 | Florida Virtual School    - Florida Virtual School is an accredited, public, online e-learning school serving students in grades K-12 all over the world.","FLVS (Florida Virtual School) is an accredited, public, e-learning school serving students in grades K-12 online - in Florida and all over the world.",FLVS - Florida Virtual School | Grades K-12 Online
169,169,169,Education,https://uwaterloo.ca,Home | University of Waterloo,"With more than 42,000+ students attending annually, Waterloo is #1 in Canada for experiential learning and employer-student connections.",Home | University of Waterloo | University of Waterloo
170,170,170,Education,https://sfsu.edu,"San Francisco State University - Official site of San Francisco State University, a  public urban university with a conscience located in one of the world's  most vibrant and beautiful cities. Begin your college search here for  world-class undergraduate study, graduate study, scholarly research an","Official site of San Francisco State University, a public urban university with a conscience located in one of the world's most vibrant and beautiful cities. Begin your college search here for world-class undergraduate study, graduate study, scholarly research and community service learning.",San Francisco State University
171,171,171,Education,https://mathxl.com,MathXL | Pearson,,MathXL | Pearson
172,172,172,Education,https://alison.com,"Free Online Courses, Workplace Skills Training, Interactive Education and Multimedia Learning | ALISON - ALISON is the world's leading provider of free online courses with certificates for basic and essential workplace skills. Start your elearning and online training today and educate yourself for ",error,error
173,173,173,Education,https://cprogramming.com,"C programming.com - Learn C and C++ Programming - Cprogramming.com - A website designed to help you learn C or C++.  Understandable C and C++ programming tutorials, compiler reviews, source code, tips and tricks.",,Learn C and C++ Programming - Cprogramming.com
174,174,174,Education,https://hbs.edu,Harvard Business School    ,error,error
175,175,175,Education,https://utah.gov,Utah.gov - The Official Website of the State of Utah - Utah.gov - The Official Website of the State of Utah,The Official Website of the State of Utah,Home | Utah.gov
176,176,176,Education,https://buffalo.edu,Welcome to the University at Buffalo - University at Buffalo,"Explore New York's No. 1 public university. The University at Buffalo, a flagship institution, combines superior academics with true affordability.",Welcome to the University at Buffalo - University at Buffalo
177,177,177,Education,https://iastate.edu,Iowa State University - Iowa State University is the nation's most student-centered public research university. 100 majors. 800 clubs. 1 amazing adventure.,Iowa State University is the nation's most student-centered public research university. 100 majors. 800 clubs. 1 amazing adventure.,Iowa State University
178,178,178,Education,https://colostate.edu,"Colorado State University - Fort Collins   - Colorado State University is an accredited, public, four-year, comprehensive research university located in Fort Collins. CSU offers bachelors, masters and doctorate degrees from its colleges and areas of study.",error,error
179,179,179,Education,https://angellearning.com,"Blackboard Learn | ANGEL Edition   - By merging with ANGEL Learning, Blackboard brought on board a premier education technology company with a tremendous reputation for innovation. Blackboard Learn - ANGEL Edition clients can look forward to continued investment in the software to improve its perfo",error,error
180,180,180,Education,https://ucl.ac.uk,"UCL - London's Global University - UCL (University College London) is London's leading multidisciplinary university, with 8,000 staff and 25,000 students. Click for more info on our research & courses",UCL is consistently ranked as one of the top ten universities in the world (QS World University Rankings 2010-2022) and is No.2 in the UK for research power (Research Excellence Framework 2021).,UCL - London's Global University
181,181,181,Education,https://bukisa.com,"Bukisa - Share Your Knowledge - Bukisa - Share your Knowledge - How To Guides, Tips &amp; Instructions &amp; Invite your Friends to join.",Powered by BeatsMedia CMS.,Bukisa - Life and Style News
182,182,182,Education,https://englishforums.com,"Learn English Online, Teach English - World #1 - Learn English on the world's largest community of teachers and ESL students. Now available in multiple-languages!  Learn English Online, Teach English - World #1","This year, the Internet's largest English language community goes blockchain. Learn and perfect your English... and earn crypto-tokens",English Forward The internet's largest learn english community. Now on blockchain
183,183,183,Education,https://webassign.net,WebAssign ,WebAssign is an online education platform built by educators that provides affordable tools to empower conﬁdent students in a virtual learning environment.,WebAssign
184,184,184,Education,https://cengage.com,Cengage,,"Cengage Asia: Higher Education, Digital Learning, Chinese Learning"
185,185,185,Education,https://venture-lab.org,"Venture Lab  - Venture Lab offers free online classes from top Universities and educational institutes in the world. Join us to take free online courses in entrepreneurship, creativity, education and finance in a more fun and experiential format!",,Venture Lab
186,186,186,Education,https://learn4good.com,"Online college application free,colleges in the US,study abroad in Italy Spain France UK,English schools London,learn Spanish language,Italian arts classes NY CA TX,job postings USA,business courses,TEFL TESOL - Online college application free: Colleges in the US, study abroad in Italy, Italian art",error,error
187,187,187,Education,https://coursecompass.com,MyLab / Mastering | Pearson,error,error
188,188,188,Education,https://cambridge.org,"Cambridge University Press - Cambridge University Press advances learning, knowledge and research worldwide","We unlock the potential of millions of people. Our qualiﬁcations, assessments, academic publications and original research spread knowledge and spark enquiry.",Home | Cambridge University Press & Assessment
189,189,189,Education,https://iu.edu,Indiana University - Indiana University is a leading research and teaching institution and one of the best values in public education according to Kiplinger's.,"One of America’s leading research universities, Indiana University has campuses and medical centers located across Indiana. Our work improves lives. Our impact is global. Our vision is excellence.",Indiana University
190,190,190,Education,https://tes.co.uk,"The TES - Education Jobs, Teaching Resources, Magazine & Forums  - Latest news, comment, education jobs, teaching resources and discussion from the TES.",Tes is dedicated to supporting the world’s teachers. Our mission is to enable great teaching by helping educators to find the tools and technology they need to excel and by supporting them throughout their career and professional development.,"Tes - Education Jobs, Teaching Resources, School Software & Magazine"
191,191,191,Education,https://vdict.com,Vietnamese Dictionary and Translation - Từ điển và dịch tiếng Việt,,VDict - Vietnamese Dictionary
192,192,192,Education,https://ucsc.edu,"University of California, Santa Cruz - Four-year public institution comprised of ten residential college communities nestled in the redwood forests and meadows overlooking Monterey Bay.",A world-class public research institution comprised of ten residential college communities nestled in the redwood forests and meadows overlooking central California's Monterey Bay.,"University of California, Santa Cruz"
193,193,193,Education,https://nus.edu.sg,"NUS - Home - A research-intensive university with an entrepreneurial dimension, NUS is ranked consistently as one of the world's top universities. We offer the most extensive selection of academic programmes in Singapore, collaborating with leading universities worldwide to provide our students wit",National University of Singapore is ranked consistently as one of the world's top universities. We offer the most extensive college degree courses in Singapore.,NUS - National University of Singapore
194,194,194,Education,https://ecollege.com,"Pearson eCollege - eCollege provides a comprehensive, on-demand eLearning solution to online education institutions. The eCollege solution includes an industry-leading CMS, powerful Program Administration System, a complete hosting infrastructure and comprehensive system support",error,error
195,195,195,Education,https://englishtown.com,"Learn English Online - Englishtown               - Learn to speak English with native English teachers online now.  The largest and most advanced online English school empowers you to learn English anytime, anywhere. Results guaranteed.  ",error,error
196,196,196,Education,https://capella.edu,Online Accredited College Degree Programs - Capella University           - Capella University offers accredited online degree programs for adults who seek to reach their professional goals and make a difference in the lives of others.,"Capella University is an accredited online university offering PhD, professional doctorate, master’s and bachelor’s programs for adults seeking to advance their career.",Capella University | Online Degrees from an Accredited University
197,197,197,Education,https://faqs.org,Internet FAQ Archives - Online Education - faqs.org,error,error
198,198,198,Education,https://ualberta.ca,University of Alberta,"The University of Alberta is a Top 5 Canadian university located in Edmonton, Alberta, and home to 40,000 students in a wide variety of programs.",University of Alberta
199,199,199,Education,https://schoolloop.com,"School Loop | School Loop. In school and on track. - School Loop is a mission-driven company that develops hosted software services for K-12 schools  that put the student at the center of the systems designed to keep them in school and on track.    Created by a high school teacher in 2004, School L",,~School Loop Inc.
200,200,200,Education,https://unsw.edu.au,The University of New South Wales,UNSW is ranked 2nd in Australia and 27th in the world for Graduate Employability. Browse our range of study options and find the perfect one for you.,UNSW Sydney | One of the best universities in Australia
201,201,201,Education,https://byu.edu,Brigham Young University,"The official website of Brigham Young University | Provo, UT",Home - BYU
202,202,202,Education,https://uiuc.edu,"University of Illinois at Urbana-Champaign - Information for students, alumni, and parents from Illinois’ flagship public university, a world leader in research, teaching, and public engagement.","Information for students, alumni, and parents from Illinois flagship public university, a world leader in research, teaching, and public engagement.",Home | University of Illinois Urbana-Champaign
203,203,203,Education,https://alaska.edu,Visit UAF's Fairbanks Campus--information about summer tours and attractions.,,UA System | University of Alaska System
204,204,204,Education,https://uic.edu,University of Illinois at Chicago - UIC - UIC,"Located in the heart of one of the world’s great cities, the University of Illinois Chicago is a vital part of the educational, technological and cultural fabric of the region. As Chicago’s only public research university with more than 33,000 students, 16 colleges, a hospital and a health sciences system, UIC provides students access to excellence and opportunity.",University of Illinois Chicago
205,205,205,Education,https://manchester.ac.uk,The University of Manchester,"Part of the prestigious Russell Group of universities, The University of Manchester is the largest single-site university in the UK, with the biggest student community.",The University of Manchester
206,206,206,Education,https://linguee.com,"Linguee – Dictionary for German, French, Spanish, Portuguese, English","English Dictionary and Translation Search with 1,000,000,000 example sentences from human translators. Languages: English, German, French, Spanish, and Portuguese","Linguee | Dictionary for German, French, Spanish, and more"
207,207,207,Education,https://onthehub.com,"The latest software for back to school at great academic & student discounts! | OnTheHub - Download the latest software for back to school at amazing student discounts.  We offer student discount software and academic discount software on products by Microsoft, Adobe, Minitab, SPSS, JMP, Parall","Download the latest software with academic discounts from OnTheHub. Save on Microsoft, Adobe, SPSS, Parallels & more as a student, faculty or staff member.","Save up to 95% with Academic Software Discounts for Students, Faculty, and Staff | OnTheHub"
208,208,208,Education,https://oup.com,Oxford University Press - homepage - 'home' />,home,Oxford University Press - homepage
209,209,209,Education,https://thestudentroom.co.uk,"The Student Room - Where GCSE, A Level and university students share academic and social knowledge: from study help, to choosing a university, careers, and student life","The UK's biggest student community. Boost your grades, learn with free study tools, find your perfect uni place & get answers to any question on the forums.",The Student Room
210,210,210,Education,https://pearsoned.com,Pearson | Always Learning,"Offering educational products and services, assessment, and professional development for all stages of learning. Learn more.",Pearson | The world's learning company | US
211,211,211,Education,https://eslcafe.com,Dave's ESL Cafe,"Since 1995 Dave's ESL Cafe has been a meeting place for ESL/EFL students & teachers from around the world -  jobs,  a resume database, forums,  resources, & more!",Home Page -  ESL
212,212,212,Education,https://bab.la,Online dictionaries by bab.la - loving languages - Search translations in the dictionary and have fun learning languages with vocabulary lessons and many free games and quizzes.,error,error
213,213,213,Education,https://studymode.com,"Free Term Papers, Research Papers, Essays, Book Notes | StudyMode.com - StudyMode offers book notes, free essays, course notes, flashcards and other tools. Millions of students use us to help with their homework assignments.","Find A+ essays, research papers, book notes, course notes and writing tips. Millions of students use StudyMode to jumpstart their assignments.",Free Essay Examples and Research Papers | StudyMode
214,214,214,Education,https://monash.edu.au,"Monash University - Monash University is a youthful organisation, enthusiastic, optimistic and accessible. We believe quality education and research can change the world for the better. We have locations in Australia, South Africa, Malaysia, Italy and India.  ",Monash University is one of Australia’s leading universities and ranks among the world’s top 100. We help change lives through research and education. Learn more.,Monash University - one of the top universities in Australia
215,215,215,Education,https://tradepub.com,"Free Business, Computer, Engineering and Trade Magazines, White Papers, Reports, and eBooks - Browse through our extensive list of free Business, Computer, Engineering and Trade magazines, white papers, downloads and eBooks to find the titles that best match your skills; topics include management, ","#1 Resource for Free Professional and Technical Research, White Papers, Case Studies, Magazines, and eBooks","Free Professional and Technical Research Library of White Papers, Magazines, Reports, and eBooks"
216,216,216,Education,https://worddictionary.co.uk,English Dictionary - WordDictionary.co.uk - The most comprehensive English language dictionary with reverse look-up. A trusted resource for vocabulary building & grammar usage in English. Subscribe now.,error,error
217,217,217,Education,https://usg.edu,"University System of Georgia - The University System of Georgia oversees 35 colleges and universities: four research universities, two regional universities, 13 state universities, eight state colleges, and eight two-year colleges. These institutions enroll more than 283,000 students and employ ove",,University System of Georgia
218,218,218,Education,https://indiastudychannel.com,"India schools, colleges, education, entrance practice tests, aptitude questions   - IndiaStudyChannel.com offers comprehensive information about the schools, colleges and universities in India along with an opportunity for students to earn part time revenue for students during their regular educati","IndiaStudyChannel.com is the best education portal and college admissions website in India providing admission guidance, comprehensive information on study abroad programs, courses in India, directory of Indian universities, colleges and schools.","Study in India: Admissions to Top Colleges - MBA, MCA, MBBS, B Tech, BBA"
219,219,219,Education,https://glosbe.com,"Online dictionary - Online dictionary. Almost all languages available, millions of translations",error,error
220,220,220,Education,https://bharatstudent.com,"Indian Friends Online Community|Social Network India|Indian Student - India's Largest Free Social Community Networking Site for Indian friends & Indian student.Friends,Gangs,Film News,Gossips,Photo Galleries,Wallpapers of Actor&Actress,Information On Study Abroad,free admissions,Upload Videos @Camp",error,error
221,221,0,Cars,https://mapquest.com,"MapQuest Maps - Driving Directions - Map - Use MapQuest for driving directions and maps.  See local traffic and road conditions, find nearby businesses and restaurants, plus explore street maps and satellite photos.","Official MapQuest website, find driving directions, maps, live traffic updates and road conditions.  Find nearby businesses, restaurants and hotels. Explore!","Official MapQuest - Maps, Driving Directions, Live Traffic"
222,222,1,Cars,https://autotrader.com,"New Cars, Used Cars - Find Cars at AutoTrader.com - Find used cars and new cars for sale at AutoTrader.com.  With millions of cars, finding your next new car or used car and the car reviews and information you're looking for is easy at AutoTrader.com. :",,Autotrader - page unavailable
223,223,2,Cars,https://cars.com,"New Cars, Used Cars, Car Reviews | Cars.com - Use Cars.com to search 2.6 million new & used car listings or get a dealer quote. Our easy-to-use online tools put you a step ahead in your next vehicle purchase.","Shop new & used cars, research & compare models, find local dealers/sellers,calculate payments, value your car, sell/trade in your car & more at Cars.com.","New Cars, Used Cars, Car Dealers, Prices & Reviews | Cars.com"
224,224,3,Cars,https://kbb.com,"Official Kelley Blue Book New Car and Used Car Prices and Values   - Let Kelley Blue Book help you find the right car today! Begin your car search at kbb.com, The Trusted Resource. Whats your car worth? Research car quotes, photos, videos, reviews, and more from the automotive industry experts. Blu",error,error
225,225,4,Cars,https://ford.com,"Ford – New Cars, Trucks, SUVs, Hybrids & Crossovers | Ford Vehicles  - The Official Ford Site to research, learn and shop for all new Ford Vehicles. View photos, videos, specs, compare competitors, build and price, search inventory and more on Ford.com.","Ford® is Built for America. Discover the latest lineup in new Ford vehicles! Explore hybrid & electric vehicle options, see photos, build & price, search inventory, view pricing & incentives & see the latest technology & news happening at Ford.","Ford® - New Hybrid & Electric Vehicles, SUVs, Crossovers, Trucks, Vans & Cars"
226,226,5,Cars,https://edmunds.com,"New Cars, Used Cars, Car Reviews and Pricing - Edmunds.com - Edmunds car buying guide lists new car prices, used car prices, car comparisons, car buying advice, car ratings, car values, auto leasing.",error,error
227,227,6,Cars,https://jalopnik.com,Jalopnik - Drive Free or Die - Car news and reviews for the auto enthusiast.,Drive free or die.,Jalopnik
228,228,7,Cars,https://statefarm.com,"State Farm - Car Insurance Quotes - Save on Auto Insurance - State Farm offers more discounts to more drivers than any other insurance company. Get a free quote today and see how you can save on auto, home, life and more.",error,error
229,229,8,Cars,https://carfax.com,CARFAX® - Official Site - Vehicle History Reports on Used Cars for Sale - Show me the CARFAX! Get instant vehicle history reports on used cars for sale and avoid costly hidden problems. Don't get stuck with a lemon!,error,error
230,230,9,Cars,https://autoblog.com,"Autoblog - We Obsessively Cover the Auto Industry - Get up-to-the-minute automotive news along with reviews, podcasts, high-quality photography and commentary about automobiles and the auto industry.","Autoblog brings you car news; expert reviews of cars, trucks, crossovers and SUVs; and pictures and video. Research and compare vehicles, find local dealers, calculate loan payments, find your car's book value and get a service estimate at Autoblog.com.","New Cars, Used Cars for Sale, Car Reviews and Car News"
231,231,10,Cars,https://carid.com,CARiD.com - Car Accessories & Parts,Car Accessories and replacement Auto Parts that define your vehicle's true identity. Check out our automotive aftermarket selection for the ride of your life!,"CARiD.com - Auto Parts & Accessories | Car, Truck, SUV, Jeep"
232,232,11,Cars,https://progressive.com,"Car Insurance: Auto Insurance & Insurance Quotes - Progressive -         Buy and compare car insurance at Progressive.com and save money. Progressive offers insurance quotes on auto insurance, motorcycle, boat, RV, home and more. Get online insurance quotes today!",error,error
233,233,12,Cars,https://geico.com,"GEICO | Auto insurance - Saving people money on more than car insurance - GEICO, Government Employees Insurance Company, has been providing affordable auto insurance since 1936. You can trust GEICO to offer low car insurance rates.",error,error
234,234,13,Cars,https://honda.com,"Honda.com: Official Site of American Honda Motor Co., Inc. - Honda.com - the official site for Honda cars, motorcycles, personal watercraft, ATVs, engines, lawn mowers, generators, marine motors, and Acura cars.",Explore an innovative line of quality products from American Honda Motor Company. Find the latest news and information on Honda and Acura brand products.,"American Honda Motor Co., Inc. - Official Site"
235,235,14,Cars,https://toyota.com,"Toyota Official site | Toyota Cars, Trucks & SUVs - Official Toyota site. Find the most up-to-date information on all Toyota cars, trucks, SUVs, hybrids & accessories.","Explore the newest Toyota trucks, cars, SUVs, hybrids and minivans. See photos, compare models, get tips, calculate payments, and more.","New Cars, Trucks, SUVs & Hybrids | Toyota Official Site"
236,236,15,Cars,https://chevrolet.com,"2013 Chevy Cars, Trucks, SUVs, Crossovers and Vans | Chevrolet - The Official Chevrolet site for all new 2012 and 2013 Chevy cars, trucks, crossovers and SUVs. Discover our range of award winning and fuel efficient vehicles.","Official Chevrolet site: see Chevy cars, trucks, crossovers &amp; SUVs - see photos/videos, find vehicles, compare competitors, build your own Chevy &amp; more.","Chevrolet Cars, Trucks, SUVs, Crossovers and Vans"
237,237,16,Cars,https://uhaul.com,"U-Haul: Your moving and storage resource   - U-Haul is the choice for truck, trailer, cargo van rentals and U-Box storage & moving pods; most offer self-storage, boxes, moving supplies, hitches & propane",error,error
238,238,17,Cars,https://allstate.com,"Auto Insurance Quotes - Car Insurance | Allstate Online Quote   - Get auto insurance quotes at Allstate.com. You're In Good Hands With Allstate. Allstate also offers insurance for your home, motorcycle, RV, as well as financial products such as permanent and term life insurance.","Get auto insurance quotes at Allstate.com. You're In Good Hands With Allstate. Allstate also offers insurance for your home, motorcycle, RV, as well as financial products such as permanent and term life insurance.",Allstate Insurance Company | You're in good hands
239,239,18,Cars,https://tirerack.com,"Tire Rack - Your performance experts for tires and wheels - Find tires, wheels and more at Tire Rack: large inventory of discount tires and wheels, plus tire reviews and ratings, custom wheels, brakes, chrome wheels, suv tires, car wheels and more.",error,error
240,240,19,Cars,https://summitracing.com,"Summit Racing - Performance Car and Truck Parts, Accessories and More!",,
