,url,description,title,label,description_p4,title_p4,desc_p,title_p
14,https://idownloadblog.com,"The best Apple blog providing news, reviews, tutorials, and jailbreak info, about everything iPhone, iPad, Apple Watch, Apple TV, Mac and iOS.",iDownloadBlog – Apple Blog: iPhone • Watch • iOS • Mac,aman,"['best', 'apple', 'blog', 'provide', 'news', 'review', 'tutorial', 'jailbreak', 'info', 'everything', 'iphone', 'ipad', 'apple', 'watch', 'apple', 'tv', 'mac', 'io']","['idownloadblog', '', 'apple', 'blog', 'iphone', '', 'watch', '', 'io', '', 'mac']",best apple blog provide news review tutorial jailbreak info everything iphone ipad apple watch apple tv mac io,idownloadblog  apple blog iphone  watch  io  mac
15,https://infoworld.com,"Business technology, IT news, product reviews and enterprise IT strategies.",InfoWorld - Technology insight for the enterprise,aman,"['business', 'technology', 'news', 'product', 'review', 'enterprise', 'strategy']","['infoworld', 'technology', 'insight', 'enterprise']",business technology news product review enterprise strategy,infoworld technology insight enterprise
16,https://wolfram.com,"Wolfram, creators of the Wolfram Language, Wolfram|Alpha, Mathematica, Development Platform, Data Science Platform, Finance Platform, SystemModeler...",Wolfram: Computation Meets Knowledge,aman,"['wolfram', 'creator', 'wolfram', 'language', 'wolframalpha', 'mathematica', 'development', 'platform', 'data', 'science', 'platform', 'finance', 'platform', 'systemmodeler']","['wolfram', 'computation', 'meet', 'knowledge']",wolfram creator wolfram language wolframalpha mathematica development platform data science platform finance platform systemmodeler,wolfram computation meet knowledge
17,https://unc.edu,"The University of North Carolina at Chapel Hill, the nation’s first public university, is a global higher education leader known for innovative teaching, research and public service. A member of the prestigious Association of American Universities, Carolina regularly ranks as the best value for academic quality in U.S. public higher education.",The University of North Carolina at Chapel Hill,aman,"['university', 'north', 'carolina', 'chapel', 'hill', 'nation', '', 'first', 'public', 'university', 'global', 'high', 'education', 'leader', 'know', 'innovative', 'teach', 'research', 'public', 'service', 'member', 'prestigious', 'association', 'american', 'university', 'carolina', 'regularly', 'rank', 'best', 'value', 'academic', 'quality', 'u', 'public', 'high', 'education']","['university', 'north', 'carolina', 'chapel', 'hill']",university north carolina chapel hill nation  first public university global high education leader know innovative teach research public service member prestigious association american university carolina regularly rank best value academic quality u public high education,university north carolina chapel hill
18,https://gottabemobile.com,"We help millions of people get the most out of their devices and decide which ones are worth buying. We cover iPhone, Android, Macs, PCs, Amazon and more!","Gotta Be Mobile: Mobile Tech News, Reviews and Advice",aman,"['help', 'million', 'people', 'get', 'device', 'decide', 'one', 'worth', 'buying', 'cover', 'iphone', 'android', 'mac', 'pc', 'amazon']","['get', 'ta', 'mobile', 'mobile', 'tech', 'news', 'review', 'advice']",help million people get device decide one worth buying cover iphone android mac pc amazon,get ta mobile mobile tech news review advice
19,https://thehackernews.com,"The Hacker News is the most trusted, widely-read infosec source of the latest hacking news, cyber attacks, computer security, and cybersecurity for ethical hackers, penetration testers, and information technology professionals.",The Hacker News - Cybersecurity News and Analysis,aman,"['hacker', 'news', 'trust', 'widely', 'read', 'infosec', 'source', 'late', 'hack', 'news', 'cyber', 'attack', 'computer', 'security', 'cybersecurity', 'ethical', 'hacker', 'penetration', 'tester', 'information', 'technology', 'professional']","['hacker', 'news', 'cybersecurity', 'news', 'analysis']",hacker news trust widely read infosec source late hack news cyber attack computer security cybersecurity ethical hacker penetration tester information technology professional,hacker news cybersecurity news analysis
20,https://quotegarden.com,"Large, searchable compilation of quotations arranged by topic. Inspirational, thought-provoking, humorous, literary, and special occasion quotes.",The Quote Garden,aman,"['large', 'searchable', 'compilation', 'quotation', 'arrange', 'topic', 'inspirational', 'thought', 'provoke', 'humorous', 'literary', 'special', 'occasion', 'quote']","['quote', 'garden']",large searchable compilation quotation arrange topic inspirational thought provoke humorous literary special occasion quote,quote garden
21,https://popsci.com,"Awe-inspiring science reporting, technology news, and DIY projects. Skunks to space robots, primates to climates. That's Popular Science, 145 years strong.",Popular Science Homepage | Popular Science,aman,"['awe', 'inspire', 'science', 'reporting', 'technology', 'news', 'diy', 'project', 'skunk', 'space', 'robot', 'primate', 'climate', 'popular', 'science', 'year', 'strong']","['popular', 'science', 'homepage', 'popular', 'science']",awe inspire science reporting technology news diy project skunk space robot primate climate popular science year strong,popular science homepage popular science
22,https://unsw.edu.au,UNSW is ranked 2nd in Australia and 27th in the world for Graduate Employability. Browse our range of study options and find the perfect one for you.,UNSW Sydney | One of the best universities in Australia,aman,"['unsw', 'ranked', 'nd', 'australia', 'th', 'world', 'graduate', 'employability', 'browse', 'range', 'study', 'option', 'find', 'perfect', 'one']","['unsw', 'sydney', 'one', 'best', 'university', 'australia']",unsw ranked nd australia th world graduate employability browse range study option find perfect one,unsw sydney one best university australia
23,https://collegeconfidential.com,"Real, unfiltered guidance on applying to college and exploring majors and careers.",Admissions | College Search | College Confidential,aman,"['real', 'unfiltered', 'guidance', 'apply', 'college', 'explore', 'major', 'career']","['admission', 'college', 'search', 'college', 'confidential']",real unfiltered guidance apply college explore major career,admission college search college confidential
24,https://bose.com,"The official Bose website. Learn about innovative solutions to help you feel more, do more and be more. Shop for headphones, speakers, wearables and wellness products.","Bose | Headphones, Speakers, Wearables",aman,"['official', 'bose', 'website', 'learn', 'innovative', 'solution', 'help', 'feel', 'shop', 'headphone', 'speaker', 'wearable', 'wellness', 'product']","['bose', 'headphone', 'speaker', 'wearable']",official bose website learn innovative solution help feel shop headphone speaker wearable wellness product,bose headphone speaker wearable
25,https://slashgear.com,"SlashGear covers technology, science, automotive, gaming, and entertainment, bringing thought-provoking and independent insight since 2005",SlashGear,aman,"['slashgear', 'cover', 'technology', 'science', 'automotive', 'game', 'entertainment', 'bring', 'thought', 'provoke', 'independent', 'insight', 'since']",['slashgear'],slashgear cover technology science automotive game entertainment bring thought provoke independent insight since,slashgear
26,https://newscientist.com,Science news and science articles from New Scientist,New Scientist | Science news and science articles from New Scientist,aman,"['science', 'news', 'science', 'article', 'new', 'scientist']","['new', 'scientist', 'science', 'news', 'science', 'article', 'new', 'scientist']",science news science article new scientist,new scientist science news science article new scientist
