,url,description,title,label,description_p4,title_p4,desc_p,title_p
79,https://ti.com,"Texas Instruments has been making progress possible for decades. We are a global semiconductor company that designs, manufactures, tests and sells analog and embedded processing chips.",Analog | Embedded processing | Semiconductor company |  TI.com,aman,"['texas', 'instrument', 'make', 'progress', 'possible', 'decade', 'global', 'semiconductor', 'company', 'design', 'manufacture', 'test', 'sell', 'analog', 'embed', 'processing', 'chip']","['analog', 'embed', 'processing', 'semiconductor', 'company', 'ticom']",texas instrument make progress possible decade global semiconductor company design manufacture test sell analog embed processing chip,analog embed processing semiconductor company ticom
80,https://usgs.gov,"We provide science about the natural hazards that threaten lives and livelihoods; the water, energy, minerals, and other natural resources we rely on; the health of our ecosystems and environment; and the impacts of climate and land-use change. Our scientists develop new methods and tools to supply timely, relevant, and useful information about the Earth and its processes.",USGS.gov | Science for a changing world,aman,"['provide', 'science', 'natural', 'hazard', 'threaten', 'life', 'livelihood', '', 'water', 'energy', 'mineral', 'natural', 'resource', 'rely', '', 'health', 'ecosystem', 'environment', '', 'impact', 'climate', 'land', 'use', 'change', 'scientist', 'develop', 'new', 'method', 'tool', 'supply', 'timely', 'relevant', 'useful', 'information', 'earth', 'process']","['usgsgov', 'science', 'change', 'world']",provide science natural hazard threaten life livelihood  water energy mineral natural resource rely  health ecosystem environment  impact climate land use change scientist develop new method tool supply timely relevant useful information earth process,usgsgov science change world
81,https://tomsguide.com,"Tom's Guide upgrades your life by helping you decide what tech to buy, showing you how to get the most out of it and solving problems as they arise. Tom's Guide is here to help you....","Tom's Guide | Tech Product Reviews, Top Picks and How To",aman,"['tom', 'guide', 'upgrade', 'life', 'help', 'decide', 'tech', 'buy', 'show', 'get', 'solve', 'problem', 'arise', 'tom', 'guide', 'help']","['tom', 'guide', 'tech', 'product', 'review', 'top', 'pick']",tom guide upgrade life help decide tech buy show get solve problem arise tom guide help,tom guide tech product review top pick
82,https://vw.com,"Find your new German-Engineered VW today. Customize your own VW model, engine, colors, and features - all based on your budget. Come see what's new.",VW.com | Official Home of Volkswagen Cars & SUVs,aman,"['find', 'new', 'german', 'engineer', 'vw', 'today', 'customize', 'vw', 'model', 'engine', 'color', 'feature', 'base', 'budget', 'come', 'see', 'new']","['vwcom', 'official', 'home', 'volkswagen', 'car', 'suv']",find new german engineer vw today customize vw model engine color feature base budget come see new,vwcom official home volkswagen car suv
83,https://ubc.ca,"The University of British Columbia is a global centre for research and teaching, consistently ranked among the top 20 public universities in the world.",The University of British Columbia,aman,"['university', 'british', 'columbia', 'global', 'centre', 'research', 'teach', 'consistently', 'ranked', 'among', 'top', 'public', 'university', 'world']","['university', 'british', 'columbia']",university british columbia global centre research teach consistently ranked among top public university world,university british columbia
84,https://mbusa.com,"Mercedes-Benz combines luxury with performance across the full line of models including luxury sedans, SUVs, coupes, roadsters, convertibles & more.","Luxury Cars - Sedans, SUVs, Coupes & Wagons | Mercedes-Benz USA",aman,"['mercedes', 'benz', 'combine', 'luxury', 'performance', 'across', 'full', 'line', 'model', 'include', 'luxury', 'sedan', 'suv', 'coupe', 'roadster', 'convertible']","['luxury', 'car', 'sedan', 'suv', 'coupe', 'wagon', 'mercedes', 'benz', 'usa']",mercedes benz combine luxury performance across full line model include luxury sedan suv coupe roadster convertible,luxury car sedan suv coupe wagon mercedes benz usa
85,https://si.edu,"Official website of the Smithsonian, the world's largest museum and research complex, with 19 museums, 9 research centers, and affiliates around the world.",Smithsonian Institution | Home,aman,"['official', 'website', 'smithsonian', 'world', 'large', 'museum', 'research', 'complex', 'museum', 'research', 'center', 'affiliate', 'around', 'world']","['smithsonian', 'institution', 'home']",official website smithsonian world large museum research complex museum research center affiliate around world,smithsonian institution home
86,https://oup.com,home,Oxford University Press - homepage,aman,['home'],"['oxford', 'university', 'press', 'homepage']",home,oxford university press homepage
87,https://geeksaresexy.net,"Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!","Geeks are Sexy Technology NewsGeeks are Sexy Technology News | Tech, science, cosplay and news by geeks, for geeks! We make technology sexy!",aman,"['tech', 'science', 'cosplay', 'news', 'geek', 'geek', 'make', 'technology', 'sexy']","['geek', 'sexy', 'technology', 'newsgeeks', 'sexy', 'technology', 'news', 'tech', 'science', 'cosplay', 'news', 'geek', 'geek', 'make', 'technology', 'sexy']",tech science cosplay news geek geek make technology sexy,geek sexy technology newsgeeks sexy technology news tech science cosplay news geek geek make technology sexy
88,https://eslcafe.com,"Since 1995 Dave's ESL Cafe has been a meeting place for ESL/EFL students & teachers from around the world -  jobs,  a resume database, forums,  resources, & more!",Home Page -  ESL,aman,"['since', 'dave', 'esl', 'cafe', 'meeting', 'place', 'esl efl', 'student', 'teacher', 'around', 'world', 'job', 'resume', 'database', 'forum', 'resource']","['home', 'page', 'esl']",since dave esl cafe meeting place esl efl student teacher around world job resume database forum resource,home page esl
89,https://bibsonomy.org,The blue social bookmark and publication sharing system.,BibSonomy,aman,"['blue', 'social', 'bookmark', 'publication', 'share', 'system']",['bibsonomy'],blue social bookmark publication share system,bibsonomy
