,url,description,title,label,description_p4,title_p4,desc_p,title_p
53,https://oreillyauto.com,"Check out a variety of auto parts, supplies, and accessories for cars, trucks, and SUVs, as well as boats, trailers, ATVs, and lawn and garden equipment. Find an O'Reilly Auto Parts store near you, learn about store services, and view our current ad, coupons, and promotions. Get free shipping on orders $35.00+ and free in-store pickup for online orders.","O'Reilly Auto Parts | Auto Parts, Batteries & Stores Near You",aman,"['check', 'variety', 'auto', 'part', 'supply', 'accessory', 'car', 'truck', 'suv', 'well', 'boat', 'trailer', 'atvs', 'lawn', 'garden', 'equipment', 'find', 'o reilly', 'auto', 'part', 'store', 'near', 'learn', 'store', 'service', 'view', 'current', 'ad', 'coupon', 'promotion', 'get', 'free', 'shipping', 'order', 'free', 'store', 'pickup', 'online', 'order']","['o reilly', 'auto', 'part', 'auto', 'part', 'battery', 'store', 'near']",check variety auto part supply accessory car truck suv well boat trailer atvs lawn garden equipment find o reilly auto part store near learn store service view current ad coupon promotion get free shipping order free store pickup online order,o reilly auto part auto part battery store near
54,https://autocar.co.uk,"Car news, reviews, opinion and features from Autocar - the world's oldest car publication bringing you everything automotive since 1895",Autocar | Car News and Car Reviews,aman,"['car', 'news', 'review', 'opinion', 'feature', 'autocar', 'world', 'old', 'car', 'publication', 'bring', 'everything', 'automotive', 'since']","['autocar', 'car', 'news', 'car', 'review']",car news review opinion feature autocar world old car publication bring everything automotive since,autocar car news car review
55,https://netcarshow.com,The latest car news as well as a look at the automotive past with the best car pictures and wallpapers.,Cars - All Makes. All Models. - NetCarShow.com,aman,"['late', 'car', 'news', 'well', 'look', 'automotive', 'past', 'best', 'car', 'picture', 'wallpaper']","['car', 'make', 'model', 'netcarshowcom']",late car news well look automotive past best car picture wallpaper,car make model netcarshowcom
56,https://appleinsider.com,"For Apple News, Rumors, Reviews, Prices, and Deals, trust AppleInsider. Serving Apple product enthusiasts since 1997.","Apple News, Rumors, Reviews, Prices & Deals | AppleInsider",aman,"['apple', 'news', 'rumor', 'review', 'price', 'deal', 'trust', 'appleinsider', 'serve', 'apple', 'product', 'enthusiast', 'since']","['apple', 'news', 'rumor', 'review', 'price', 'deal', 'appleinsider']",apple news rumor review price deal trust appleinsider serve apple product enthusiast since,apple news rumor review price deal appleinsider
57,https://uwaterloo.ca,"With more than 42,000+ students attending annually, Waterloo is #1 in Canada for experiential learning and employer-student connections.",Home | University of Waterloo | University of Waterloo,aman,"['student', 'attend', 'annually', 'waterloo', 'canada', 'experiential', 'learn', 'employer', 'student', 'connection']","['home', 'university', 'waterloo', 'university', 'waterloo']",student attend annually waterloo canada experiential learn employer student connection,home university waterloo university waterloo
58,https://maplin.co.uk,"We're back online with a huge range of Smart Home, Security, Gaming, AV, Computing, STEM & more. ✓ Free Home Delivery",maplin | the electronics specialist | FREE delivery over £20! | Maplin,aman,"['back', 'online', 'huge', 'range', 'smart', 'home', 'security', 'game', 'av', 'compute', 'stem', '', 'free', 'home', 'delivery']","['maplin', 'electronics', 'specialist', 'free', 'delivery', '', 'maplin']",back online huge range smart home security game av compute stem  free home delivery,maplin electronics specialist free delivery  maplin
59,https://cambridge.org,"We unlock the potential of millions of people. Our qualiﬁcations, assessments, academic publications and original research spread knowledge and spark enquiry.",Home | Cambridge University Press & Assessment,aman,"['unlock', 'potential', 'million', 'people', 'quali cations', 'assessment', 'academic', 'publication', 'original', 'research', 'spread', 'knowledge', 'spark', 'enquiry']","['home', 'cambridge', 'university', 'press', 'assessment']",unlock potential million people quali cations assessment academic publication original research spread knowledge spark enquiry,home cambridge university press assessment
60,https://spellingcity.com,Improve knowedge of vocabulary words with spelling practice from VocabularySpellingCity. Our engaging phonics games for kids help students become spelling masters.,Vocabulary Words - Spelling Practice - Phonics Games for Kids,aman,"['improve', 'knowedge', 'vocabulary', 'word', 'spell', 'practice', 'vocabularyspellingcity', 'engage', 'phonics', 'game', 'kid', 'help', 'student', 'become', 'spell', 'master']","['vocabulary', 'word', 'spell', 'practice', 'phonics', 'game', 'kid']",improve knowedge vocabulary word spell practice vocabularyspellingcity engage phonics game kid help student become spell master,vocabulary word spell practice phonics game kid
61,https://livescience.com,"Live Science features groundbreaking developments in science, space, technology, health, the environment, our culture and history.","Live Science: The Most Interesting Articles, Mysteries & Discoveries",aman,"['live', 'science', 'feature', 'groundbreaking', 'development', 'science', 'space', 'technology', 'health', 'environment', 'culture', 'history']","['live', 'science', 'interest', 'article', 'mystery', 'discovery']",live science feature groundbreaking development science space technology health environment culture history,live science interest article mystery discovery
62,https://nissanusa.com,"Shop online for the newest Nissan cars, trucks, crossovers, SUVs and electric vehicles. Explore offers, compare models, calculate payments and more.","New Cars, SUVs, Trucks & Electric Vehicles | Nissan USA",aman,"['shop', 'online', 'new', 'nissan', 'car', 'truck', 'crossover', 'suv', 'electric', 'vehicle', 'explore', 'offer', 'compare', 'model', 'calculate', 'payment']","['new', 'car', 'suv', 'truck', 'electric', 'vehicle', 'nissan', 'usa']",shop online new nissan car truck crossover suv electric vehicle explore offer compare model calculate payment,new car suv truck electric vehicle nissan usa
