,url,description,title,label,description_p4,title_p4,desc_p,title_p
40,https://popularmechanics.com,"Popular Mechanics inspires, instructs and influences readers to help them master the modern world, whether it's practical DIY home-improvement tips, gadgets and digital technology, information on the newest cars or the latest breakthroughs in science.","Popular Mechanics - Product Reviews, How-To, Space, Military, Math, Science, and New Technology",aman,"['popular', 'mechanic', 'inspires', 'instructs', 'influence', 'reader', 'help', 'master', 'modern', 'world', 'whether', 'practical', 'diy', 'home', 'improvement', 'tip', 'gadget', 'digital', 'technology', 'information', 'new', 'car', 'late', 'breakthrough', 'science']","['popular', 'mechanic', 'product', 'review', 'space', 'military', 'math', 'science', 'new', 'technology']",popular mechanic inspires instructs influence reader help master modern world whether practical diy home improvement tip gadget digital technology information new car late breakthrough science,popular mechanic product review space military math science new technology
41,https://italki.com,"italki is the best language learning community. Here you can learn over 150 languages like English, Spanish, French, Chinese, etc. with professional online tutors.",Learn 150+ foreign languages with professional teachers online,aman,"['italki', 'best', 'language', 'learn', 'community', 'learn', 'language', 'like', 'english', 'spanish', 'french', 'chinese', 'etc', 'professional', 'online', 'tutor']","['learn', 'foreign', 'language', 'professional', 'teacher', 'online']",italki best language learn community learn language like english spanish french chinese etc professional online tutor,learn foreign language professional teacher online
42,https://nadaguides.com,"Research the latest new car prices, deals, used car values, specs and more. NADA Guides is the leader in accurate vehicle pricing and vehicle information.",New Car Prices and Used Car Book Values - NADAguides,aman,"['research', 'late', 'new', 'car', 'price', 'deal', 'use', 'car', 'value', 'spec', 'nada', 'guide', 'leader', 'accurate', 'vehicle', 'pricing', 'vehicle', 'information']","['new', 'car', 'price', 'use', 'car', 'book', 'value', 'nadaguides']",research late new car price deal use car value spec nada guide leader accurate vehicle pricing vehicle information,new car price use car book value nadaguides
43,https://wiziq.com,Virtual Classroom and LMS Software to deliver live and self-paced online courses. Everything you need to teach and train online. Start now.,Virtual Classroom and LMS Software | WizIQ,aman,"['virtual', 'classroom', 'lm', 'software', 'deliver', 'live', 'self', 'pace', 'online', 'course', 'everything', 'need', 'teach', 'train', 'online', 'start']","['virtual', 'classroom', 'lm', 'software', 'wiziq']",virtual classroom lm software deliver live self pace online course everything need teach train online start,virtual classroom lm software wiziq
44,https://cuny.edu,The Greatest Urban University in the World,The City University of New York,aman,"['great', 'urban', 'university', 'world']","['city', 'university', 'new', 'york']",great urban university world,city university new york
45,https://soft32.com,"Soft32, a pioneer of downloads and reviews website, delivers up-to-date software, free downloads and reviews for Windows, Mac, iPhone, iPad and Android.",Software Free Download - Soft32,aman,"['soft', 'pioneer', 'downloads', 'review', 'website', 'delivers', 'date', 'software', 'free', 'downloads', 'review', 'window', 'mac', 'iphone', 'ipad', 'android']","['software', 'free', 'download', 'soft']",soft pioneer downloads review website delivers date software free downloads review window mac iphone ipad android,software free download soft
46,https://utah.edu,"Founded in 1850, The University of Utah is the flagship institution of higher learning in Utah, and offers over 100 undergraduate and more than 90 graduate degree programs to over 30,000 students. As a preeminent research and teaching institution, the University cultivates an academic environment in which the highest standards of intellectual integrity and scholarship are practiced.",The University of Utah,aman,"['found', 'university', 'utah', 'flagship', 'institution', 'high', 'learn', 'utah', 'offer', 'undergraduate', 'graduate', 'degree', 'program', 'student', 'preeminent', 'research', 'teach', 'institution', 'university', 'cultivates', 'academic', 'environment', 'high', 'standard', 'intellectual', 'integrity', 'scholarship', 'practice']","['university', 'utah']",found university utah flagship institution high learn utah offer undergraduate graduate degree program student preeminent research teach institution university cultivates academic environment high standard intellectual integrity scholarship practice,university utah
47,https://indexmundi.com,IndexMundi is a data portal that gathers facts and statistics from multiple sources and turns them into easy to use visuals.,IndexMundi - Country Facts,aman,"['indexmundi', 'data', 'portal', 'gather', 'fact', 'statistic', 'multiple', 'source', 'turn', 'easy', 'use', 'visuals']","['indexmundi', 'country', 'fact']",indexmundi data portal gather fact statistic multiple source turn easy use visuals,indexmundi country fact
48,https://phoenix.edu,University of Phoenix offers online degrees & courses aligned to 300+ occupations. Explore tuition-saving opportunities at our accredited online college!,"Online College, Affordable & Always On | University of Phoenix",aman,"['university', 'phoenix', 'offer', 'online', 'degree', 'course', 'align', 'occupation', 'explore', 'tuition', 'save', 'opportunity', 'accredit', 'online', 'college']","['online', 'college', 'affordable', 'always', 'university', 'phoenix']",university phoenix offer online degree course align occupation explore tuition save opportunity accredit online college,online college affordable always university phoenix
49,https://harvard.edu,"Harvard University is devoted to excellence in teaching, learning, and research, and to developing leaders who make a difference globally.",Harvard University,aman,"['harvard', 'university', 'devote', 'excellence', 'teach', 'learn', 'research', 'develop', 'leader', 'make', 'difference', 'globally']","['harvard', 'university']",harvard university devote excellence teach learn research develop leader make difference globally,harvard university
