,url,description,title,label,description_p4,title_p4,desc_p,title_p
92,https://otterbox.com,OtterBox designs protective and stylish phone cases as well as the best premium coolers and accessories. Shop now and see how OtterBox enables your everyday.,"OtterBox | Cases, Accessories & Outdoor Gear",aman,"['otterbox', 'design', 'protective', 'stylish', 'phone', 'case', 'well', 'best', 'premium', 'cooler', 'accessory', 'shop', 'see', 'otterbox', 'enables', 'everyday']","['otterbox', 'case', 'accessory', 'outdoor', 'gear']",otterbox design protective stylish phone case well best premium cooler accessory shop see otterbox enables everyday,otterbox case accessory outdoor gear
93,https://appbrain.com,"Grow your app business with AppBrain: Monetize, advertise and analyze Android apps","Monetize, advertise and analyze Android apps | AppBrain.com",aman,"['grow', 'app', 'business', 'appbrain', 'monetize', 'advertise', 'analyze', 'android', 'apps']","['monetize', 'advertise', 'analyze', 'android', 'apps', 'appbraincom']",grow app business appbrain monetize advertise analyze android apps,monetize advertise analyze android apps appbraincom
94,https://coursera.org,"Learn online and earn valuable credentials from top universities like Yale, Michigan, Stanford, and leading companies like Google and IBM. Join Coursera for free and transform your career with degrees, certificates, Specializations, & MOOCs in data science, computer science, business, and dozens of other topics.",Coursera | Online Courses & Credentials From Top Educators. Join for Free,aman,"['learn', 'online', 'earn', 'valuable', 'credential', 'top', 'university', 'like', 'yale', 'michigan', 'stanford', 'lead', 'company', 'like', 'google', 'ibm', 'join', 'coursera', 'free', 'transform', 'career', 'degree', 'certificate', 'specialization', 'moocs', 'data', 'science', 'computer', 'science', 'business', 'dozen', 'topic']","['coursera', 'online', 'course', 'credential', 'top', 'educator', 'join', 'free']",learn online earn valuable credential top university like yale michigan stanford lead company like google ibm join coursera free transform career degree certificate specialization moocs data science computer science business dozen topic,coursera online course credential top educator join free
95,https://mashable.com,"Mashable is a global, multi-platform media and entertainment company.",Mashable,aman,"['mashable', 'global', 'multi', 'platform', 'medium', 'entertainment', 'company']",['mashable'],mashable global multi platform medium entertainment company,mashable
96,https://mapquest.com,"Official MapQuest website, find driving directions, maps, live traffic updates and road conditions.  Find nearby businesses, restaurants and hotels. Explore!","Official MapQuest - Maps, Driving Directions, Live Traffic",aman,"['official', 'mapquest', 'website', 'find', 'drive', 'direction', 'map', 'live', 'traffic', 'update', 'road', 'condition', 'find', 'nearby', 'business', 'restaurant', 'hotel', 'explore']","['official', 'mapquest', 'map', 'drive', 'direction', 'live', 'traffic']",official mapquest website find drive direction map live traffic update road condition find nearby business restaurant hotel explore,official mapquest map drive direction live traffic
97,https://academia.edu,Academia.edu is a place to share and follow research.,Academia.edu - Share research,aman,"['academiaedu', 'place', 'share', 'follow', 'research']","['academiaedu', 'share', 'research']",academiaedu place share follow research,academiaedu share research
98,https://readwrite.com,The Blog of Things,ReadWrite - The Blog of Things,aman,"['blog', 'thing']","['readwrite', 'blog', 'thing']",blog thing,readwrite blog thing
99,https://ets.org,"ETS is committed to advancing quality and equity in education for all people worldwide through assessment development, educational research, policy studies and more.",ETS Home,aman,"['ets', 'commit', 'advance', 'quality', 'equity', 'education', 'people', 'worldwide', 'assessment', 'development', 'educational', 'research', 'policy', 'study']","['ets', 'home']",ets commit advance quality equity education people worldwide assessment development educational research policy study,ets home
100,https://samsung.com,"Samsung Store Indonesia membantu Anda menemukan jajaran produk elektronik dengan teknologi terkini termasuk smartphone, tablet, TV, peralatan rumah tangga.",Samsung Indonesia | Mobile | TV | Home Appliances,aman,"['samsung', 'store', 'indonesia', 'bantu', 'temu', 'jajar', 'produk', 'elektronik', 'teknologi', 'masuk', 'smartphone', 'tablet', 'tv', 'alat', 'rumah', 'tangga']","['samsung', 'indonesia', 'mobile', 'tv', 'home', 'appliance']",samsung store indonesia bantu temu jajar produk elektronik teknologi masuk smartphone tablet tv alat rumah tangga,samsung indonesia mobile tv home appliance
101,https://citeulike.org,"Discover the top real money gambling sites. Ratings & reviews for players of online casinos and games, lottery, bingo, online poker, sports betting & esports.",Gambling Sites for Real Money: Best Online Gamble Sites 2022,aman,"['discover', 'top', 'real', 'money', 'gamble', 'site', 'rating', 'review', 'player', 'online', 'casino', 'game', 'lottery', 'bingo', 'online', 'poker', 'sport', 'bet', 'esports']","['gamble', 'site', 'real', 'money', 'best', 'online', 'gamble', 'site']",discover top real money gamble site rating review player online casino game lottery bingo online poker sport bet esports,gamble site real money best online gamble site
102,https://cargurus.com,Unbiased car reviews and over a million opinions and photos from real people. Use CarGurus to find the best used car deals.,"Buy & Sell Cars: Reviews, Prices, and Financing - CarGurus",aman,"['unbiased', 'car', 'review', 'million', 'opinion', 'photo', 'real', 'people', 'use', 'cargurus', 'find', 'best', 'use', 'car', 'deal']","['buy', 'sell', 'car', 'review', 'price', 'financing', 'cargurus']",unbiased car review million opinion photo real people use cargurus find best use car deal,buy sell car review price financing cargurus
103,https://jalopnik.com,Drive free or die.,Jalopnik,aman,"['drive', 'free', 'die']",['jalopnik'],drive free die,jalopnik
104,https://searchquotes.com,"Best collection of famous quotes and sayings on the web! Quotes from famous authors, movies and people. Amazing quotes to bring inspiration, personal growth, love and happiness to your everyday life.",Quotes and Sayings - SearchQuotes,aman,"['best', 'collection', 'famous', 'quote', 'saying', 'web', 'quote', 'famous', 'author', 'movie', 'people', 'amaze', 'quote', 'bring', 'inspiration', 'personal', 'growth', 'love', 'happiness', 'everyday', 'life']","['quote', 'saying', 'searchquotes']",best collection famous quote saying web quote famous author movie people amaze quote bring inspiration personal growth love happiness everyday life,quote saying searchquotes
223,https://sunporno.com,"Your source of free porno videos. Famous pornstars, fresh HD videos from the best porn producers and homemade amateur stuff.","Free Porno Videos & Sex Movies - Porno, XXX, Porn Tube - SunPorno",berbahaya,"['source', 'free', 'porno', 'video', 'famous', 'pornstars', 'fresh', 'hd', 'video', 'best', 'porn', 'producer', 'homemade', 'amateur', 'stuff']","['free', 'porno', 'video', 'sex', 'movie', 'porno', 'xxx', 'porn', 'tube', 'sunporno']",source free porno video famous pornstars fresh hd video best porn producer homemade amateur stuff,free porno video sex movie porno xxx porn tube sunporno
224,https://gotgayporn.com,We love what we do here and we LOVE giving our loyal customers the hottest gay porn we can find around the internet. This is a one stop shop and the only gay porn tube you will ever need.,Free Gay Porn @ GotGayPorn.com,berbahaya,"['love', 'love', 'give', 'loyal', 'customer', 'hottest', 'gay', 'porn', 'find', 'around', 'internet', 'one', 'stop', 'shop', 'gay', 'porn', 'tube', 'ever', 'need']","['free', 'gay', 'porn', 'gotgayporncom']",love love give loyal customer hottest gay porn find around internet one stop shop gay porn tube ever need,free gay porn gotgayporncom
225,https://bravotube.net,Handpicked online streaming porn videos is what we have here for endless enjoyment. We have all the tube porn videos you need in here.,"BravoTube @ Porn Tube, Free Sex Videos",berbahaya,"['handpicked', 'online', 'stream', 'porn', 'video', 'endless', 'enjoyment', 'tube', 'porn', 'video', 'need']","['bravotube', 'porn', 'tube', 'free', 'sex', 'video']",handpicked online stream porn video endless enjoyment tube porn video need,bravotube porn tube free sex video
226,https://youporngay.com,Visit Youporngay.com for the best gay porn movies! Get hot 18+ twink hunks sucking huge cocks and having anal sex in free videos.,Gay Porn Movies - Huge Cock 18+ Twinks in Free Videos | Youporn,berbahaya,"['visit', 'youporngaycom', 'best', 'gay', 'porn', 'movie', 'get', 'hot', 'twink', 'hunk', 'suck', 'huge', 'cock', 'anal', 'sex', 'free', 'video']","['gay', 'porn', 'movie', 'huge', 'cock', 'twinks', 'free', 'video', 'youporn']",visit youporngaycom best gay porn movie get hot twink hunk suck huge cock anal sex free video,gay porn movie huge cock twinks free video youporn
227,https://deviantclip.com,"DeviantClip has a huge library of hardcore porn, weird porn, and extreme porn. New XXX porn videos are added hourly for your viewing pleasure","Free Porn Tube Videos, Extreme Hardcore Porn, Free Sex Videos By DeviantClip",berbahaya,"['deviantclip', 'huge', 'library', 'hardcore', 'porn', 'weird', 'porn', 'extreme', 'porn', 'new', 'xxx', 'porn', 'video', 'add', 'hourly', 'view', 'pleasure']","['free', 'porn', 'tube', 'video', 'extreme', 'hardcore', 'porn', 'free', 'sex', 'video', 'deviantclip']",deviantclip huge library hardcore porn weird porn extreme porn new xxx porn video add hourly view pleasure,free porn tube video extreme hardcore porn free sex video deviantclip
228,https://naked.com,Welcome to Naked. Free live cams and sex chat. Video chat live with amateur cam models and pornstars from around the world.,Naked - Free live nude cam models and sex chat,berbahaya,"['welcome', 'naked', 'free', 'live', 'cam', 'sex', 'chat', 'video', 'chat', 'live', 'amateur', 'cam', 'model', 'pornstars', 'around', 'world']","['naked', 'free', 'live', 'nude', 'cam', 'model', 'sex', 'chat']",welcome naked free live cam sex chat video chat live amateur cam model pornstars around world,naked free live nude cam model sex chat
229,https://fuskator.com,Fuskator provides nude image galleries contributed by users similar to image dump sites.,"Fuskator - Just Porn Galleries, That's All",berbahaya,"['fuskator', 'provide', 'nude', 'image', 'gallery', 'contribute', 'user', 'similar', 'image', 'dump', 'site']","['fuskator', 'porn', 'gallery']",fuskator provide nude image gallery contribute user similar image dump site,fuskator porn gallery
230,https://fux.com,"Free best sex videos in full HD. All porn film from hot Amateurs & Pornstars for FREE. Videos xxx porn of teens, lesbians, mature, anal, mom, black, asian...","Sex Videos, Free Porn Videos and Pornstars - FUX",berbahaya,"['free', 'best', 'sex', 'video', 'full', 'hd', 'porn', 'film', 'hot', 'amateur', 'pornstars', 'free', 'video', 'xxx', 'porn', 'teen', 'lesbian', 'mature', 'anal', 'mom', 'black', 'asi']","['sex', 'video', 'free', 'porn', 'video', 'pornstars', 'fux']",free best sex video full hd porn film hot amateur pornstars free video xxx porn teen lesbian mature anal mom black asi,sex video free porn video pornstars fux
231,https://tubekitty.com,"Tube Kitty is the perrr-fect tube site for FREE pussy movies. Different shapes and forms, find the best pussy for your pleasure! Meowww!",Check out the nicest pussy on Tube Kitty for FREE!,berbahaya,"['tube', 'kitty', 'perrr', 'fect', 'tube', 'site', 'free', 'pussy', 'movie', 'different', 'shape', 'form', 'find', 'best', 'pussy', 'pleasure', 'meowww']","['check', 'nice', 'pussy', 'tube', 'kitty', 'free']",tube kitty perrr fect tube site free pussy movie different shape form find best pussy pleasure meowww,check nice pussy tube kitty free
232,https://rk.com,www.rk.com,Reality Kings,berbahaya,['wwwrkcom'],"['reality', 'king']",wwwrkcom,reality king
